,id,currency,name,price,price_date,high,market_cap,max_supply
0,CANN,CANN,CannabisCoin,0.00094279460,2021-09-15T00:00:00Z,0.34304902,,106000000
0,CASH,CASH,Cashcoin,0.0051853463,2021-09-15T00:00:00Z,0.038108262,324374,
0,CAT,CAT,BlockCat,0.046528931,2021-09-15T00:00:00Z,11.05311424,342456,9200151
0,CCO,CCO,Ccore Token,0.012404265,2021-09-15T00:00:00Z,0.32513154,21087,10000000
0,LINK,LINK,ChainLink,30.21483488,2021-09-15T00:00:00Z,52.37727421,13657394034,1000000000
0,CAG,CAG,Change,0.044625760,2021-09-13T00:00:00Z,1.63816425,877951,79184116
0,CMT,CMT,CyberMiles,0.012774445,2021-09-15T00:00:00Z,0.57134577,10219556,1000000000
0,CMS,CMS,COMSA,0.072733563,2021-09-15T00:00:00Z,0.69061779,,219042298
0,RAIN,RAIN,Condensate,0.00011522824,2021-09-10T00:00:00Z,0.00050954281,,500000000
0,CRM,CRM,Cream,0.00061280798,2021-09-15T00:00:00Z,0.024988740,,100000000
0,TKR,TKR,CryptoInsight,0.00084199957,2018-12-14T00:00:00Z,0.24904210,10550,12529746
0,CNX,CNX,Cryptonex,1.10650856,2018-12-28T00:00:00Z,9.92975930,,210000000
0,CURE,CURE,Curecoin,0.089856582,2021-09-15T00:00:00Z,1.34475307,2269560,
0,CMT,CMT,CyberMiles,0.012773577,2021-09-15T00:00:00Z,0.57134577,10218862,1000000000
0,DAR,DAR,Darcrus,0.090677245,2020-05-21T00:00:00Z,0.095057755,,50000000
0,HST,HST,Decision Token,0.00070099500,2020-10-26T00:00:00Z,5.39095780,30762,410468970
0,DEUS,DEUS,Deuscoin,6.05685551,2021-09-07T00:00:00Z,13.65564970,,100005000
0,DEW,DEW,DEW,0.080537726,2019-09-09T00:00:00Z,0.24004021,,200000000
0,DDF,DDF,DigitalDevelopersFund,0.013418835,2018-11-09T00:00:00Z,0.41942841,,
0,DIM,DIM,DIMCOIN,0.0000050000000,2020-10-07T00:00:00Z,0.24676320,10512,9000000000
0,EBTC,EBTC,eBitcoin,0.0071092103,2019-11-23T00:00:00Z,1.54500463,133104,21000000
0,ECC,ECC,ECC,0.00045714918,2021-09-15T00:00:00Z,1.25719156,,25000000000
0,EGO,EGO,EGO,0.025041160,2021-09-15T00:00:00Z,0.038303533,,
0,EFL,EFL,e-Gulden,0.22798703,2021-09-15T00:00:00Z,0.54671646,4781527,21000000
0,XEL,XEL,Elastic,0.0039220494,2020-07-06T00:00:00Z,1.13781972,359559,100000000
0,EMB,EMB,EmberCoin,0.0000028800777,2021-09-15T00:00:00Z,0.000010443695,23089096,
0,EMD,EMD,Emerald Crypto,0.012929307,2021-09-15T00:00:00Z,0.039617113,255985,32000000
0,ENG,ENG,Enigma,0.10517987,2021-09-15T00:00:00Z,7.82459721,8700259,150000000
0,ENJ,ENJ,Enjin Coin,1.67878022,2021-09-15T00:00:00Z,3.50153716,1568542259,1000000000
0,EQT,EQT,EquiTrader,0.0053889622,2019-10-15T00:00:00Z,0.11426455,52626,10843231
0,ERO,ERO,Eroscoin,0.00093906656,2021-09-07T00:00:00Z,0.18544706,145182,240000000
0,ESP,ESP,Espers,0.0000018438606,2021-09-15T00:00:00Z,0.00010483065,41633,50000000000
0,EBET,EBET,EthBet,0.0025356787,2018-12-15T00:00:00Z,0.74635174,21565,10000000
0,ETG,ETG,Ethereum Gold,0.00059955574,2021-02-05T00:00:00Z,0.023566869,10792,24000000
0,ERC,ERC,EuropeCoin,0.085243812,2018-10-12T00:00:00Z,1.19948132,,32000000
0,EVC,EVC,EventChain,0.0089560993,2021-09-15T00:00:00Z,0.31264654,279883,84000000
0,XP,XP,XP,0.000099964861,2021-09-13T00:00:00Z,0.0090017980,198116,20000000000
0,FCT,FCT,Factom,1.88237654,2021-09-15T00:00:00Z,76.09646046,18956708,
0,FCN,FCN,Fantomcoin,0.051741374,2019-04-03T00:00:00Z,0.56855621,420948,18400000
0,FRD,FRD,Farad,0.0065958933,2018-07-06T00:00:00Z,0.14426765,1209409,1600000000
0,TIPS,TIPS,FedoraCoin,0.000014245677,2021-09-15T00:00:00Z,0.00016829524,8179331,
0,BIT,BIT,BitRewards,0.00013012052,2021-09-12T00:00:00Z,0.011860059,,514070955
0,FLO,FLO,FlorinCoin,0.034884520,2021-09-15T00:00:00Z,0.39001965,5466957,160000000
0,FLY,FLY,FLY Token,0.0000052240747,2020-01-18T00:00:00Z,0.010387846,,
0,FRC,FRC,Freicoin,0.018959224,2020-02-01T00:00:00Z,0.094481465,1832686,100000000
0,FXE,FXE,FuturXe,0.00000000,,,,84000002
0,GAM,GAM,Gambit,0.32477537,2019-04-26T00:00:00Z,34.67539495,130387,401469
0,GAME,GAME,GameCredits,0.14134833,2021-09-15T00:00:00Z,6.64690699,10327063,200000000
0,GEO,GEO,GeoCoin,0.31599246,2021-09-15T00:00:00Z,16.66904527,,4000000
0,GTO,GTO,Gifto,0.045082797,2021-09-15T00:00:00Z,0.90982407,29875447,1000000000
0,GIM,GIM,Gimli,0.00019496868,2019-10-17T00:00:00Z,0.021675250,16906,150000000
0,GPL,GPL,Gold Pressed Latinum,0.00000000,,,,1000000
0,GB,GB,GoldBlocks,0.00047460298,2020-12-24T00:00:00Z,0.010978766,,50000000
0,GOLF,GOLF,Golfcoin,0.00013690280,2020-10-27T00:00:00Z,0.00013690280,,100000000000
0,GRID,GRID,Grid+,0.29478609,2021-09-15T00:00:00Z,2.94047952,11575215,300000000
0,THC,THC,HempCoin,0.0094309841,2021-09-15T00:00:00Z,0.69426587,2475377,277753103
0,XIN,XIN,Infinity Economics,0.0029452249,2021-08-27T00:00:00Z,0.0076776102,,8999999990
0,ITT,ITT,Intelligent Trading Foundation,0.0024997667,2021-09-03T00:00:00Z,0.87310028,24538,11500000
0,IXC,IXC,Ixcoin,0.097042151,2021-09-15T00:00:00Z,0.68970252,2026041,21000000
0,JOBS,JOBS,Jobscoin,0.000033086806,2021-09-15T00:00:00Z,0.00025649466,,20000000000
0,KIN,KIN,Kin,0.000097194778,2021-09-15T00:00:00Z,0.0010693995,151726518,10000000000000
0,KBR,KBR,Kubera Coin,0.00063745563,2018-11-10T00:00:00Z,0.17443375,,1162102077
0,LEO,LEO,UNUS SED LEO,3.07184659,2021-09-15T00:00:00Z,3.87848287,2905419365,985239504
0,LIFE,LIFE,LIFE,0.000032865190,2021-09-13T00:00:00Z,0.0048180696,,100000000000
0,LINX,LINX,Linx,0.00039971731,2019-10-16T00:00:00Z,0.0076459708,20321,100000000
0,LUNA,LUNA,Luna,36.47928002,2021-09-15T00:00:00Z,43.45903333,14681115066,993621349
0,MAC,MAC,Machinecoin,0.0014142373,2021-09-15T00:00:00Z,0.25903759,37296,35000000
0,MAG,MAG,Maggie,0.00014594468,2021-05-09T00:00:00Z,0.0020502989,,3200000000
0,MGM,MGM,Magnum,0.000081498517,2019-10-05T00:00:00Z,0.00046682893,,500000000
0,MAR,MAR,Mchain,0.00026580592,2021-09-15T00:00:00Z,0.0094687138,18775,210000000
0,MAX,MAX,EOSMax,0.011314160,2021-09-15T00:00:00Z,0.053244307,,10000000000
0,MCAP,MCAP,MCAP,0.0013238960,2018-12-11T00:00:00Z,3.52522707,,100000000
0,MLN,MLN,Enzyme MLN Token,128.10524223,2021-09-15T00:00:00Z,262.58497572,186260353,1824437
0,MGC,MGC,MyGulfCoin,0.0035811137,2021-09-15T00:00:00Z,0.018892289,,250000000
0,MINT,MINT,Mintcoin,0.000020013005,2021-08-31T00:00:00Z,0.011596746,,
0,MOD,MOD,Modum,0.12991611,2021-09-11T00:00:00Z,11.22419044,,21266200
0,MCO,MCO,Crypto.com,8.12933823,2021-09-15T00:00:00Z,43.87107069,,31587682
0,MTH,MTH,Monetha,0.033897960,2021-09-15T00:00:00Z,0.57923239,11781029,402400000
0,MOON,MOON,Mooncoin,0.000038892857,2021-09-04T00:00:00Z,0.00058246501,8865742,384400000000
0,MSP,MSP,Mothership,0.0034260403,2021-08-29T00:00:00Z,0.59078320,626640,195933686
0,MSD,MSD,MSD,0.0049861828,2020-07-01T00:00:00Z,0.020897837,,30000000000
0,NGC,NGC,NAGA,0.062027960,2021-09-15T00:00:00Z,3.63638027,4832615,77910266
0,NAV,NAV,NAV Coin,0.41779675,2021-09-15T00:00:00Z,4.82786157,29920092,
0,NEOG,NEOG,NEO GOLD,0.000019639655,2019-09-20T00:00:00Z,0.00012161190,,100000000
0,NEU,NEU,Neumark,0.17530651,2021-09-15T00:00:00Z,1.10805078,5039366,53005272
0,NYC,NYC,NewYorkCoin,0.000024011450,2021-09-15T00:00:00Z,0.00012491839,,100000000000
0,NOBL,NOBL,NobleCoin,0.00065287238,2021-09-15T00:00:00Z,0.0013284789,1551222,
0,NMR,NMR,Numeraire,44.18321986,2021-09-15T00:00:00Z,88.91081553,255891022,10971549
0,ORLY,ORLY,Orlycoin,0.00066495000,2021-09-05T00:00:00Z,0.0011025718,,
0,OXY,OXY,Oxycoin,0.000039967535,2020-12-05T00:00:00Z,0.12677502,,1122382283
0,PAC,PAC,PAC Global,0.010660962,2021-09-15T00:00:00Z,0.016868246,164275015,50000000000
0,DUO,DUO,DUO Network,0.14238915,2021-09-15T00:00:00Z,1.66604932,5203503,100000000
0,PAYX,PAYX,Paypex,0.000014166621,2020-12-16T00:00:00Z,0.029332599,1332,150000000
0,PPC,PPC,Peercoin,0.90230511,2021-09-15T00:00:00Z,9.00234667,24476244,2000000000
0,PTC,PTC,Pesetacoin,0.0054875314,2018-10-12T00:00:00Z,0.17319212,774836,166386000
0,PHO,PHO,Photon,0.0000049300905,2021-09-02T00:00:00Z,0.00026451527,1962,90000000000
0,PLX,PLX,PlexCoin,0.000013696027,2021-03-07T00:00:00Z,0.0028450760,,1000000000
0,AI,AI,Poly AI,0.00000000,,,,29000000
0,PPT,PPT,Populous,1.99439121,2021-09-15T00:00:00Z,74.79798025,72250610,53252246
0,POST,POST,PostCoin,0.0024322052,2021-09-15T00:00:00Z,0.75299704,,30000000
0,PBT,PBT,Primalbase,243.87954454,2020-12-01T00:00:00Z,7339.93285313,,1250
0,PURA,PURA,Pura,0.00055960424,2019-10-16T00:00:00Z,0.010777394,,350000000
0,RDN,RDN,Raiden Network Token,0.57460389,2021-09-15T00:00:00Z,8.05671002,29372457,99999999
0,REAL,REAL,Real.Markets,0.10915828,2020-08-08T00:00:00Z,0.70448699,1370210,19717289
0,R,R,Revain,0.033980827,2021-09-04T00:00:00Z,4.23960640,16462012,60550308334
0,REX,REX,Imbrex,0.013069611,2021-09-15T00:00:00Z,5.28634038,114000,24042947
0,RIDE,RIDE,Ride My Car,0.00023335714,2021-09-04T00:00:00Z,0.0016472889,,100000000
0,RVT,RVT,Rivetz,0.020436116,2020-08-19T00:00:00Z,34.70325901,589037,200000000
0,SND,SND,SandCoin,0.0071300513,2021-08-21T00:00:00Z,0.76233204,,2684319
0,SAN,SAN,Santiment Network Token,0.21636093,2021-09-15T00:00:00Z,7.62660927,13857502,83337000
0,SRC,SRC,SecureCoin,0.0051088850,2021-05-02T00:00:00Z,1.57001252,51068,
0,SDC,SDC,SDChain,0.00077789551,2020-02-17T00:00:00Z,0.0083576971,103978,2000000000
0,SH,SH,Shilling,0.000010018194,2020-05-10T00:00:00Z,0.0018746584,,30000000
0,SKY,SKY,Skycoin,1.37220271,2021-09-15T00:00:00Z,24.71422676,28816257,100000000
0,SCL,SCL,Sociall,0.010662377,2021-09-10T00:00:00Z,1.28845871,,16714020
0,SPT,SPT,SPECTRUM,0.000033579674,2021-09-09T00:00:00Z,0.000089670732,,1400000000
0,STAR,STAR,Starbase,0.0036552753,2021-09-15T00:00:00Z,13.83567218,762638,1000000000
0,STX,STX,Stox,0.014049651,2021-09-15T00:00:00Z,2.74296452,710015,53930489
0,SWT,SWT,Swarm City,0.037332117,2021-09-15T00:00:00Z,6.06815945,318670,8536073
0,AMP,AMP,HyperSpace,0.022984843,2021-09-12T00:00:00Z,1.05819633,2312404,622410798
0,TGT,TGT,Target Coin,0.000014895126,2019-10-16T00:00:00Z,0.077017041,,2000100000
0,TEAM,TEAM,TokenStars Team,0.0023234959,2021-09-15T00:00:00Z,2.35235110,25625,17818682
0,PAY,PAY,TenX,0.060695755,2021-09-15T00:00:00Z,73.13686879,7170694,205218256
0,TRC,TRC,Terracoin,0.026405755,2021-09-15T00:00:00Z,0.22842866,605626,42000000
0,TTC,TTC,TTC Protocol,0.023544877,2020-09-22T00:00:00Z,0.20817933,,1000000000
0,TX,TX,TransferCoin,0.0031988705,2020-12-23T00:00:00Z,4.39610790,26681,
0,UFO,UFO,Uniform Fiscal Object,0.00047217238,2021-09-15T00:00:00Z,11.68746169,1850417,4000000000
0,GAIN,GAIN,GainSwap,106.76842239,2021-09-15T00:00:00Z,190.44455787,,
0,UNB,UNB,UnbreakableCoin,0.11199553,2018-10-12T00:00:00Z,3.38148909,,
0,UIS,UIS,Unitus,0.00094305462,2021-09-15T00:00:00Z,0.0081602562,,
0,UNIT,UNIT,Universal Currency,0.0093338787,2021-09-05T00:00:00Z,0.011915904,,210000000
0,VERI,VERI,Veritaseum,22.20691261,2021-09-15T00:00:00Z,499.21614375,47737011,100000000
0,VRS,VRS,Veros,0.068773154,2021-08-20T00:00:00Z,8.76453083,67351,2637651
0,VIVO,VIVO,VIVO,0.00000000,,,,1103933
0,VOT,VOT,VoteCoin,0.00045076525,2021-09-13T00:00:00Z,0.0033363897,,220000000
0,VSL,VSL,vSlice,0.00071889058,2021-06-29T00:00:00Z,0.0062699909,59569,100000000
0,VTR,VTR,vTorrent,0.089061176,2018-07-20T00:00:00Z,1.32085365,,
0,WMC,WMC,Wrapped MarbleCards,0.0040884451,2021-09-15T00:00:00Z,0.0046757612,,546
0,YAC,YAC,YACoin,0.0013468266,2021-09-10T00:00:00Z,0.0030763954,,
0,ZEN,ZEN,Horizen,85.04984213,2021-09-15T00:00:00Z,147.79474459,979856573,21000000
