date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,Code
2021-09-14,3.95,3.95,3.83,3.82,41508.0,-0.11,-2.79,3.936,3.856,3.816,68338.9,52661.65,58644.95,1.37,000017
2021-09-14,7.11,7.17,6.98,6.98,39087.49,-0.13,-1.83,7.078,7.0,6.924,50523.39,47805.29,40012.22,0.94,000019
2021-09-14,9.19,9.34,9.15,9.15,7320.0,-0.04,-0.43,9.292,9.268,9.256,8034.99,7895.06,7781.22,0.4,000020
2021-09-14,16.06,16.22,15.98,15.95,133983.31,-0.08,-0.5,16.16,16.162,16.466,146372.76,149627.32,160307.02,0.91,000021
2021-09-14,14.38,14.51,14.03,14.0,5033.1,-0.32,-2.23,14.29,14.222,14.246,5273.14,5969.61,6080.42,0.36,000023
2021-09-14,15.26,15.36,14.81,14.8,41351.76,-0.46,-3.01,15.224,15.174,15.269,33485.62,32753.95,39447.43,1.05,000025
2021-09-14,12.92,12.94,12.54,12.48,59935.9,-0.38,-2.94,12.87,12.797,12.724,65950.21,58741.04,56620.12,1.67,000026
2021-09-14,8.9,8.96,8.54,8.52,635211.62,-0.35,-3.94,8.952,8.701,8.313,981656.1,941119.63,650500.2,1.34,000027
2021-09-14,35.63,35.87,35.07,34.98,23246.87,-0.58,-1.63,35.508,35.239,34.915,23004.21,24766.72,21617.68,0.63,000028
2021-09-14,7.8,7.8,7.43,7.37,59763.05,-0.34,-4.38,7.426,7.296,7.065,53334.65,50019.99,37667.13,0.67,000029
2021-09-14,6.33,6.36,6.19,6.13,179312.55,-0.23,-3.58,6.29,6.214,6.359,181524.49,164237.15,154231.59,1.02,000030
2021-09-14,3.68,3.69,3.55,3.5,115549.68,-0.1,-2.74,3.618,3.56,3.472,109587.16,105771.57,84014.93,0.61,000031
2021-09-14,18.71,19.68,18.96,18.5,33321.06,0.26,1.39,18.602,18.629,18.2,20784.14,21762.22,25703.46,0.81,000032
2021-09-14,16.13,17.35,16.78,16.06,163406.28,0.65,4.03,16.494,16.415,16.514,77424.28,68839.76,68837.92,3.27,000034
2021-09-14,4.95,4.95,4.81,4.78,136946.0,-0.1,-2.04,4.828,4.78,4.602,155684.93,158058.28,125620.8,0.56,000035
2021-09-14,4.7,4.72,4.51,4.5,158504.38,-0.19,-4.04,4.578,4.489,4.273,247250.02,186095.5,202108.45,1.07,000036
2021-09-14,8.49,8.53,8.21,8.17,52908.0,-0.28,-3.3,8.58,8.537,8.157,80069.25,88972.39,73802.96,1.56,000037
2021-09-14,9.16,9.16,9.14,9.1,21399.6,-0.03,-0.33,9.18,9.458,9.525,32447.36,43077.12,27351.77,0.9,000038
2021-09-14,21.68,21.7,20.49,20.41,474970.97,-1.17,-5.4,21.124,20.15,19.062,658277.63,579812.93,388832.51,3.1,000039
2021-09-14,3.88,4.13,3.86,3.83,773705.75,-0.05,-1.28,3.888,3.847,3.599,631259.27,794771.56,684915.12,7.3,000040
2021-09-14,7.98,8.07,7.88,7.86,12640.0,-0.12,-1.5,7.978,7.823,7.728,11978.98,12239.16,14153.84,0.19,000042
2021-09-14,9.56,9.63,9.3,9.28,47368.01,-0.25,-2.62,9.482,9.321,8.981,56395.89,63532.31,60735.02,1.04,000045
2021-09-14,2.28,2.3,2.2,2.18,544521.94,-0.07,-3.08,2.28,2.232,2.133,630636.53,761963.52,580052.86,1.05,000046
2021-09-14,18.2,18.24,17.83,17.82,12604.89,-0.17,-0.94,18.098,17.926,18.114,13263.17,15172.19,13165.28,0.24,000048
2021-09-14,35.95,36.73,36.28,35.6,53307.33,0.29,0.81,36.71,36.444,37.615,62186.44,59946.14,57104.1,1.79,000049
2021-09-14,14.45,14.57,14.25,14.22,187052.55,-0.3,-2.06,14.552,14.333,14.365,277034.67,237928.75,219746.09,0.81,000050
2021-09-14,4.65,4.67,4.55,4.53,126195.26,-0.1,-2.15,4.614,4.571,4.46,124192.86,119632.86,90828.45,1.86,000055
2021-09-14,3.21,3.5,3.38,3.2,377112.0,0.19,5.96,3.236,3.26,3.322,202604.73,182724.08,196933.4,4.17,000056
2021-09-14,6.07,6.23,6.13,6.01,141074.12,0.06,0.99,6.132,6.227,5.864,174509.21,260330.21,156471.14,2.62,000058
2021-09-14,8.77,8.8,8.63,8.33,735094.75,-0.11,-1.26,8.386,7.986,7.611,608095.67,515779.3,377279.05,4.6,000059
2021-09-14,6.66,6.66,6.36,6.33,2315154.0,-0.53,-7.69,6.472,6.225,5.946,2117894.2,2349933.69,1890492.88,6.49,000060
2021-09-14,6.11,6.19,5.95,5.94,105777.18,-0.16,-2.62,6.07,6.006,5.828,126680.14,125039.83,102078.47,0.62,000061
2021-09-14,15.67,15.68,15.17,15.15,43557.53,-0.53,-3.38,15.472,15.433,15.12,56522.38,63093.5,53027.03,0.42,000062
2021-09-14,34.1,34.62,33.5,33.33,472874.62,-0.68,-1.99,34.432,34.004,34.297,623894.04,609070.67,667063.7,1.22,000063
2021-09-14,9.0,9.0,8.69,8.66,187383.41,-0.31,-3.44,8.97,8.655,8.244,268043.11,245796.74,202249.2,2.76,000065
2021-09-14,14.49,14.83,14.52,14.39,457357.28,0.0,0.0,14.588,14.518,14.917,553563.94,514890.62,560888.77,1.56,000066
2021-09-14,3.06,3.34,3.34,3.04,643585.44,0.3,9.87,3.118,3.105,2.949,260504.27,301727.58,247335.1,6.39,000068
2021-09-14,7.24,7.33,7.0,7.0,566956.12,-0.24,-3.31,7.206,7.237,7.088,467762.24,495784.83,420247.82,0.8,000069
2021-09-14,7.61,7.65,7.5,7.48,120838.97,-0.11,-1.45,7.656,7.604,7.455,140265.84,139795.54,132505.96,1.5,000070
2021-09-14,3.37,3.39,3.3,3.3,224483.52,-0.05,-1.49,3.314,3.272,3.226,268133.53,248923.14,184021.03,0.86,000078
2021-09-14,5.84,5.89,5.68,5.62,180617.28,-0.16,-2.74,5.8,5.729,5.506,221204.03,232871.09,161220.24,0.8,000088
2021-09-14,7.6,7.62,7.46,7.42,183342.48,-0.12,-1.58,7.6,7.541,7.335,325030.16,331914.67,204472.15,0.89,000089
2021-09-14,5.96,5.97,5.83,5.8,200020.05,-0.1,-1.69,5.82,5.724,5.479,221161.08,234913.57,187925.24,1.07,000090
2021-09-14,9.46,9.85,9.34,9.32,43270.68,-0.09,-0.95,9.472,9.234,8.901,46418.44,38708.13,24703.94,0.85,000096
2021-09-14,7.75,7.82,7.56,7.55,90944.02,-0.22,-2.83,7.826,7.849,7.791,118332.57,110307.01,108067.33,1.5,000099
2021-09-14,7.1,7.11,7.05,7.03,2404011.0,-0.08,-1.12,7.24,7.197,7.212,3376986.85,3056272.59,2760091.44,1.86,000100
2021-09-14,3.15,3.22,3.13,3.12,170747.77,-0.02,-0.64,3.208,3.18,3.201,282062.42,238140.54,189501.55,2.12,000150
2021-09-14,8.78,8.94,8.62,8.6,63510.52,-0.09,-1.03,8.546,8.303,8.087,65762.26,53485.6,52985.8,2.38,000151
2021-09-14,11.79,12.01,11.58,11.43,125585.21,-0.14,-1.2,11.804,11.391,10.56,171585.97,174314.61,144665.91,4.03,000153
2021-09-14,36.11,38.59,36.0,35.1,1073538.12,-1.41,-3.77,34.45,32.801,31.734,1056415.53,1042763.89,1127220.69,8.45,000155
2021-09-14,7.93,8.0,7.73,7.72,92063.58,-0.17,-2.15,7.802,7.603,7.346,119384.18,100886.81,71497.72,0.72,000156
2021-09-14,9.06,9.11,8.72,8.66,2024129.5,-0.39,-4.28,8.964,8.904,8.47,2137207.08,2465908.78,1853069.48,2.87,000157
2021-09-14,7.28,7.91,7.91,7.27,625824.75,0.72,10.01,7.468,7.337,7.369,616277.09,646292.23,540789.48,3.97,000158
2021-09-14,8.09,8.25,7.82,7.77,217405.84,-0.23,-2.86,8.262,8.449,8.439,194975.12,243419.55,196584.89,4.52,000159
2021-09-14,6.48,6.5,6.15,6.11,4851640.0,-0.4,-6.11,6.224,5.807,5.234,5777874.5,5681988.39,3343964.61,2.15,000166
2021-09-14,37.35,39.8,38.5,36.6,506083.28,-0.45,-1.16,36.55,34.58,31.641,511901.46,507362.08,539214.63,2.92,000301
2021-09-14,71.0,71.4,68.43,68.21,307033.38,-2.55,-3.59,71.31,71.007,70.324,244219.79,326220.08,321285.63,0.45,000333
2021-09-14,18.68,18.99,18.35,18.23,880905.12,-0.31,-1.66,19.038,19.38,19.559,876827.79,944899.82,1022974.87,2.08,000338
2021-09-14,20.03,20.31,19.45,19.33,476376.69,-0.54,-2.7,20.61,20.815,19.149,696804.53,745944.25,637193.99,4.72,000400
2021-09-14,14.69,14.72,14.2,14.13,371609.84,-0.23,-1.59,14.184,13.78,13.343,509510.81,405547.9,293184.78,2.63,000401
2021-09-14,6.38,6.4,6.21,6.21,223859.5,-0.19,-2.97,6.368,6.454,6.199,285405.18,479043.24,329560.01,0.75,000402
2021-09-14,27.62,27.86,26.46,26.2,67441.91,-1.16,-4.2,28.13,28.75,29.879,39476.01,39546.68,34389.53,1.26,000403
2021-09-14,4.19,4.19,4.11,4.08,104233.0,-0.06,-1.44,4.108,4.067,3.978,101960.41,93520.7,84691.84,1.5,000404
2021-09-14,5.13,5.24,4.99,4.96,211638.56,-0.11,-2.16,5.05,4.889,4.718,274934.05,226007.73,202454.98,2.42,000407
2021-09-14,34.55,35.55,33.8,32.55,384206.84,-0.41,-1.2,32.696,31.069,30.316,421002.54,417893.99,433926.18,8.11,000408
2021-09-14,5.3,5.3,5.11,5.05,80435.12,-0.1,-1.92,5.114,4.979,4.821,84127.06,64007.9,54066.65,1.98,000409
2021-09-14,5.45,5.66,5.54,5.44,206983.08,0.11,2.03,5.386,5.312,5.281,160778.85,159376.31,194439.59,1.23,000410
2021-09-14,12.35,12.4,12.11,12.09,20140.0,-0.24,-1.94,12.338,12.224,12.064,19616.94,19824.85,17705.26,0.97,000411
2021-09-14,2.29,2.32,2.23,2.22,908223.06,-0.06,-2.62,2.29,2.257,2.222,1007151.42,1019547.39,893526.68,1.87,000413
2021-09-14,2.94,2.96,2.8,2.79,453860.62,-0.13,-4.44,2.848,2.771,2.645,398380.62,387428.69,323298.14,1.28,000415
2021-09-14,4.04,4.05,3.9,3.82,114659.1,-0.14,-3.46,3.994,3.917,3.826,82919.45,77596.75,59038.66,2.16,000416
2021-09-14,4.57,4.65,4.53,4.49,76950.69,-0.04,-0.88,4.574,4.51,4.404,88878.53,77464.8,64562.06,0.99,000417
2021-09-14,4.55,4.58,4.46,4.45,36567.0,-0.07,-1.54,4.514,4.472,4.364,38838.28,35071.61,29149.11,0.67,000419
2021-09-14,4.76,5.09,5.09,4.7,1607959.0,0.46,9.94,4.716,4.711,4.542,821540.57,821453.38,731750.18,7.42,000420
2021-09-14,5.2,5.28,5.15,5.13,54829.0,-0.06,-1.15,5.194,5.11,4.965,78447.56,72238.22,63750.99,0.96,000421
2021-09-14,25.09,27.9,25.59,24.39,1133568.75,-1.29,-4.8,24.24,21.902,18.561,946368.86,924738.75,880321.4,12.63,000422
2021-09-14,34.73,34.93,34.0,33.73,66734.96,-0.98,-2.8,34.156,34.144,33.44,86212.98,69550.25,78200.65,1.02,000423
2021-09-14,7.11,7.2,6.94,6.88,1611337.0,-0.15,-2.12,7.102,7.184,6.764,1762439.93,2655183.56,1887457.01,2.06,000425
2021-09-14,10.63,10.68,10.04,10.03,1018433.75,-0.92,-8.39,10.384,10.427,10.177,941223.61,894052.99,770897.42,6.9,000426
2021-09-14,3.53,3.69,3.47,3.42,194341.31,-0.05,-1.42,3.574,3.51,3.357,186333.02,152306.64,149071.92,1.91,000428
2021-09-14,7.7,7.8,7.55,7.46,96691.09,-0.09,-1.18,7.506,7.293,7.057,84019.09,64229.95,51111.41,0.74,000429
2021-09-14,6.17,6.46,6.01,5.99,81807.44,-0.18,-2.91,6.358,6.27,5.943,85238.12,81796.16,70296.61,2.47,000430
2021-09-14,8.65,8.65,8.3,8.28,865928.0,-0.37,-4.27,8.666,8.431,8.127,1165809.64,1003207.19,770341.09,5.2,000488
2021-09-14,7.35,7.42,7.1,7.08,157179.88,-0.27,-3.66,7.246,7.159,6.834,176506.41,242600.54,187366.6,1.28,000498
2021-09-14,11.37,11.48,11.26,11.0,172435.12,-0.03,-0.27,11.24,11.056,10.794,140022.91,133539.45,114106.09,2.25,000501
2021-09-14,5.66,5.97,5.93,5.62,36823.61,0.24,4.22,5.668,5.606,5.511,15768.46,13217.86,10774.97,2.01,000502
2021-09-14,7.26,7.29,7.01,6.99,130702.8,-0.25,-3.44,7.268,7.18,7.108,130423.13,105792.89,85124.7,1.45,000503
2021-09-14,24.0,24.97,23.77,22.31,104127.89,-0.94,-3.8,23.132,22.235,21.202,57911.51,40533.91,31418.15,3.35,000504
2021-09-14,7.19,7.21,7.01,7.0,67123.0,-0.14,-1.96,7.124,7.022,6.889,98309.47,85189.1,62284.93,1.08,000505
2021-09-14,3.86,3.87,3.64,3.62,744192.56,-0.25,-6.43,3.698,3.663,3.554,750688.3,601291.25,714642.09,8.01,000506
2021-09-14,7.99,7.99,7.51,7.49,623273.75,-0.48,-6.01,7.958,7.937,7.821,663074.94,817783.96,601358.45,7.5,000507
2021-09-14,3.5,3.69,3.59,3.45,149621.27,0.06,1.7,3.42,3.327,3.136,174542.98,114385.5,96953.43,1.81,000509
2021-09-14,7.6,7.61,7.24,7.19,348550.0,-0.34,-4.49,7.544,7.33,6.961,415889.39,402780.71,374477.35,6.19,000510
2021-09-14,40.45,41.48,40.42,40.24,61142.57,0.1,0.25,40.374,40.718,40.489,53781.2,64397.59,74731.0,1.01,000513
2021-09-14,3.38,3.42,3.34,3.33,67437.73,-0.06,-1.76,3.348,3.253,3.177,91185.72,60014.71,38424.51,0.8,000514
2021-09-14,10.06,10.24,10.03,10.0,276906.25,-0.05,-0.5,10.19,10.297,10.766,321148.83,398184.1,423849.51,1.46,000516
2021-09-14,2.65,2.66,2.58,2.57,137470.67,-0.06,-2.27,2.622,2.596,2.532,138058.23,139347.18,106607.54,0.55,000517
2021-09-14,3.41,3.44,3.35,3.35,72703.0,-0.06,-1.76,3.398,3.369,3.331,89282.41,77145.44,62868.82,0.71,000518
2021-09-14,18.57,20.22,19.55,18.21,1080542.12,0.98,5.28,18.942,19.258,18.119,837546.12,1011618.52,1245635.26,7.77,000519
2021-09-14,4.17,4.5,4.3,4.0,783615.81,0.14,3.37,3.92,3.693,3.497,436227.44,287201.7,181898.35,7.74,000520
2021-09-14,3.62,3.64,3.51,3.5,184348.0,-0.12,-3.31,3.574,3.513,3.445,207366.79,180907.81,156874.34,2.11,000521
2021-09-14,3.99,4.04,4.0,3.99,28904.63,0.02,0.5,4.06,4.095,4.17,41971.5,35013.8,45445.35,0.46,000523
2021-09-14,7.1,7.2,6.95,6.94,20826.0,-0.18,-2.52,7.17,7.188,7.057,25507.94,22211.53,18957.68,0.31,000524
2021-09-14,5.54,5.54,5.54,5.34,207267.16,0.26,4.92,5.184,5.08,4.583,174659.72,205818.55,149342.97,3.61,000525
2021-09-14,21.57,21.89,21.59,21.22,34384.06,0.39,1.84,21.736,20.821,20.137,53535.6,45515.48,52174.85,3.57,000526
2021-09-14,8.75,8.76,8.46,8.45,285649.41,-0.29,-3.31,8.688,8.74,8.443,321633.42,462096.44,375774.62,1.95,000528
2021-09-14,5.75,5.81,5.6,5.59,45093.3,-0.15,-2.61,5.746,5.694,5.517,55144.11,59651.12,64016.42,0.79,000529
2021-09-14,3.95,3.96,3.93,3.9,72696.8,0.0,0.0,3.934,3.89,3.83,75295.33,70874.02,59279.63,1.21,000530
2021-09-14,8.41,8.41,8.13,8.11,66200.79,-0.28,-3.33,8.446,8.355,8.114,92132.94,87124.15,70042.55,0.97,000531
2021-09-14,13.58,13.78,13.5,13.43,80576.01,-0.15,-1.1,14.17,15.099,15.579,124695.81,191309.66,162943.01,2.35,000532
2021-09-14,3.39,3.45,3.26,3.25,182038.28,-0.16,-4.68,3.366,3.312,3.246,213540.46,185372.82,164447.9,2.66,000533
2021-09-14,16.65,17.08,16.47,16.4,38831.77,-0.25,-1.5,16.878,16.796,16.673,52043.65,54062.74,59430.14,0.79,000534
2021-09-14,2.68,2.72,2.63,2.62,185401.8,-0.05,-1.87,2.66,2.593,2.591,217854.54,177384.92,165272.07,0.67,000536
2021-09-14,9.39,9.39,9.39,9.39,37679.59,0.85,9.95,7.83,6.473,5.583,27630.36,38595.12,43146.28,0.22,000537
2021-09-14,95.72,100.0,98.1,95.36,101158.98,2.29,2.39,94.948,93.736,91.236,57595.53,64364.99,74754.47,1.67,000538
2021-09-14,4.4,4.51,4.25,4.22,275588.88,-0.13,-2.97,4.416,4.307,4.113,440449.89,352735.99,245188.26,1.08,000539
2021-09-14,2.85,2.88,2.83,2.82,715279.81,-0.01,-0.35,2.898,2.964,2.63,1247775.74,1537322.09,964936.7,1.03,000540
2021-09-14,6.23,6.27,6.09,6.07,94970.86,-0.14,-2.25,6.192,6.192,6.165,69917.37,71004.4,70154.67,0.89,000541
2021-09-14,4.3,4.3,4.09,4.06,392366.41,-0.19,-4.44,4.242,4.153,3.957,490387.67,499941.6,349367.8,2.19,000543
2021-09-14,6.67,6.74,6.54,6.53,67724.99,-0.12,-1.8,6.552,6.454,6.272,73022.95,62991.58,48902.15,0.69,000544
2021-09-14,5.45,5.8,5.54,5.13,1576520.0,0.19,3.55,5.302,5.171,5.042,911781.18,933859.81,860040.58,16.0,000545
2021-09-14,7.83,7.88,7.46,7.38,150622.88,-0.34,-4.36,7.654,7.552,7.294,148065.98,181606.35,186087.3,2.11,000546
2021-09-14,16.29,16.49,16.23,16.2,415093.38,-0.16,-0.98,16.166,16.32,19.156,498178.78,688719.59,585703.34,3.37,000547
2021-09-14,4.0,4.03,3.94,3.93,51060.09,-0.06,-1.5,3.984,3.928,3.836,59243.39,54330.7,46521.39,1.02,000548
2021-09-14,19.23,19.35,19.1,19.03,41427.06,-0.13,-0.68,19.412,19.397,19.941,56349.2,57439.09,65756.71,0.8,000550
2021-09-14,11.5,11.58,11.12,11.11,125738.59,-0.38,-3.3,11.54,11.317,10.969,207095.61,195928.66,149573.91,3.14,000551
2021-09-14,3.77,3.91,3.71,3.69,1090892.5,-0.07,-1.85,3.736,3.567,3.375,1208993.17,1030458.51,783328.44,4.78,000552
2021-09-14,10.54,10.9,10.47,10.4,128832.35,-0.17,-1.6,10.37,9.986,9.653,124837.11,113794.71,81836.78,0.59,000553
2021-09-14,5.06,5.4,5.07,4.93,371886.09,0.08,1.6,4.954,4.844,4.677,211727.84,150117.19,97799.64,10.25,000554
2021-09-14,13.95,14.08,13.65,13.58,118390.0,-0.23,-1.66,13.708,13.569,13.265,98590.05,99967.79,82490.09,1.23,000555
2021-09-14,3.96,4.0,3.9,3.89,122735.39,-0.06,-1.51,3.946,3.886,3.77,153241.8,140118.42,119406.03,0.84,000557
2021-09-14,3.18,3.19,3.07,3.06,285770.5,-0.11,-3.46,3.118,3.072,2.914,355509.2,519861.78,340270.65,2.22,000558
2021-09-14,7.05,7.06,6.8,6.75,547867.06,-0.21,-3.0,6.928,6.478,6.111,775361.07,646358.16,500882.97,1.99,000559
2021-09-14,3.57,3.57,3.43,3.42,297181.0,-0.14,-3.92,3.558,3.503,3.426,306471.45,301131.5,284552.16,1.32,000560
2021-09-14,7.81,7.87,7.67,7.64,95071.0,-0.15,-1.92,7.908,8.078,7.954,114573.16,172752.48,191857.22,1.59,000561
2021-09-14,3.46,3.49,3.38,3.37,295232.91,-0.07,-2.03,3.438,3.406,3.323,334816.64,396733.54,353622.71,0.74,000563
2021-09-14,2.83,2.91,2.82,2.77,517746.0,-0.09,-3.09,2.952,2.853,2.694,413020.6,331685.45,229872.26,2.58,000564
2021-09-14,7.15,7.15,6.89,6.82,87071.58,-0.23,-3.23,7.07,6.938,6.843,110580.98,101372.26,95380.52,2.01,000565
2021-09-14,4.99,5.04,4.91,4.88,92067.75,-0.05,-1.01,4.924,4.872,4.826,103410.12,97085.81,94490.03,0.79,000566
2021-09-14,14.25,14.7,14.4,14.05,105328.31,0.22,1.55,13.702,13.218,12.747,102892.4,109831.41,89024.86,1.65,000567
2021-09-14,184.95,186.81,181.52,181.21,110855.72,-3.41,-1.84,183.432,183.671,177.947,130342.17,184657.55,178443.18,0.76,000568
2021-09-14,6.77,6.83,6.48,6.45,116303.31,-0.3,-4.42,6.776,6.833,6.756,96993.28,102840.21,107341.28,2.83,000570
2021-09-14,2.45,2.45,2.45,2.38,180396.84,0.12,5.15,2.322,2.21,2.106,164352.33,131080.2,85122.02,2.22,000571
2021-09-14,6.75,7.4,7.23,6.67,931357.44,0.48,7.11,6.898,6.888,6.958,525621.46,510370.81,622398.97,5.67,000572
2021-09-14,3.41,3.44,3.33,3.3,133389.05,-0.07,-2.06,3.348,3.273,3.141,113271.41,109404.4,89788.5,2.11,000573
2021-09-14,14.89,14.93,14.27,13.85,284948.84,-0.63,-4.23,15.15,14.916,14.617,287188.71,272998.61,340717.2,6.72,000576
2021-09-14,22.71,22.76,21.94,21.92,167814.98,-0.77,-3.39,22.688,22.784,22.688,141094.86,129038.47,144042.79,2.05,000581
2021-09-14,8.6,8.69,8.43,8.38,78176.64,-0.19,-2.2,8.492,8.361,8.022,97009.21,97705.62,65682.1,0.62,000582
2021-09-14,6.21,6.33,6.16,6.16,94964.3,-0.04,-0.65,6.264,6.296,6.385,121205.82,117121.59,131121.61,1.29,000584
2021-09-14,1.75,1.84,1.84,1.75,135683.41,0.09,5.14,1.796,1.796,1.724,86102.97,93724.11,75648.08,2.23,000585
2021-09-14,8.18,8.99,8.99,8.14,197787.48,0.82,10.04,8.36,8.177,8.311,63026.29,49576.12,44258.78,10.22,000586
2021-09-14,1.47,1.47,1.45,1.44,107790.2,-0.02,-1.36,1.458,1.491,1.503,210026.43,191348.36,125611.71,0.89,000587
2021-09-14,5.99,6.02,5.8,5.79,136270.34,-0.19,-3.17,5.898,5.807,5.736,126767.95,112624.92,95701.24,1.76,000589
2021-09-14,8.8,8.94,8.7,8.69,16351.1,-0.1,-1.14,8.754,8.674,8.838,16935.14,16103.92,19748.09,0.68,000590
2021-09-14,8.85,8.93,8.59,8.57,2006258.75,-0.43,-4.77,8.734,8.863,7.997,2865314.65,3575149.03,2417613.56,9.85,000591
2021-09-14,3.12,3.13,3.01,3.0,564724.25,-0.09,-2.9,3.08,3.064,3.001,707700.6,615050.17,599084.13,2.95,000592
2021-09-14,6.35,6.48,6.14,6.08,172006.02,-0.1,-1.6,6.252,6.193,6.199,214341.66,229200.65,274421.02,4.8,000593
2021-09-14,2.83,2.83,2.74,2.71,96385.0,-0.08,-2.84,2.802,2.744,2.683,150614.92,136590.98,133104.32,0.85,000595
2021-09-14,226.9,231.11,220.58,219.0,14359.02,-4.24,-1.89,226.456,224.79,213.547,13867.35,18219.51,22059.06,0.37,000596
2021-09-14,5.58,5.64,5.44,5.41,136334.45,-0.11,-1.98,5.41,5.311,5.33,114528.04,96293.82,96117.1,1.03,000597
2021-09-14,5.78,5.8,5.55,5.52,247090.2,-0.23,-3.98,5.652,5.628,5.466,242690.14,225979.79,210928.57,0.83,000598
2021-09-14,4.0,4.04,3.95,3.94,38872.01,-0.05,-1.25,3.996,3.954,3.916,51257.54,50467.35,44074.36,0.48,000599
2021-09-14,5.21,5.24,5.03,5.01,234794.14,-0.17,-3.27,5.232,5.075,4.789,356271.95,357846.24,225785.84,2.15,000600
2021-09-14,5.26,5.3,5.08,5.08,84862.92,-0.18,-3.42,5.264,5.149,4.952,120008.1,109061.33,80067.07,0.79,000601
2021-09-14,14.96,14.96,14.38,14.3,247438.41,-0.79,-5.21,14.66,14.448,14.016,240460.05,225819.18,211339.44,4.2,000603
2021-09-14,5.67,5.69,5.49,5.47,43071.51,-0.17,-3.0,5.558,5.476,5.344,42095.97,34235.21,28128.31,1.28,000605
2021-09-14,2.18,2.19,2.1,2.1,186070.05,-0.08,-3.67,2.184,2.201,2.158,179331.43,239354.9,190997.21,2.63,000606
2021-09-14,3.81,3.84,3.75,3.73,55406.36,-0.06,-1.57,3.81,3.733,3.625,109517.01,86360.05,86381.45,0.63,000607
2021-09-14,3.29,3.31,3.22,3.21,73016.8,-0.06,-1.83,3.28,3.262,3.535,69259.08,68623.94,108485.27,0.97,000608
2021-09-14,5.89,5.96,5.68,5.66,152584.23,-0.28,-4.7,5.696,5.3,4.777,139438.55,150681.95,114653.83,5.22,000609
2021-09-14,8.7,9.16,8.92,8.65,213063.62,0.06,0.68,9.474,9.616,9.557,199943.81,142525.91,109449.75,9.05,000610
2021-09-14,4.31,4.42,4.23,4.21,99082.01,-0.13,-2.98,4.282,4.278,4.062,96863.45,137598.87,145842.04,3.1,000611
2021-09-14,10.95,10.95,10.46,10.4,1210663.12,-0.96,-8.41,10.88,10.335,9.732,1385931.22,1390916.85,1165465.12,10.17,000612
2021-09-14,3.61,3.65,3.54,3.52,46833.0,-0.08,-2.21,3.736,3.737,3.646,65923.27,57442.9,54846.6,1.75,000613
2021-09-14,13.69,14.22,13.53,13.51,227158.31,-0.17,-1.24,13.648,13.637,13.622,245209.52,273958.26,246705.4,2.94,000615
2021-09-14,1.95,1.98,1.95,1.94,160445.45,-0.02,-1.01,1.998,1.99,1.946,218446.26,222230.35,185629.84,1.12,000616
2021-09-14,5.67,5.78,5.6,5.58,270674.75,-0.06,-1.06,5.63,5.531,5.387,227422.69,223641.74,176918.06,0.21,000617
2021-09-14,5.37,5.4,5.27,5.25,34986.0,-0.1,-1.86,5.344,5.304,5.226,42533.08,47913.74,39755.99,0.97,000619
2021-09-14,2.26,2.27,2.17,2.17,114882.57,-0.08,-3.56,2.216,2.161,2.074,152306.38,157628.64,145538.53,0.61,000620
