,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688575.SH,20210901,30.74,30.74,29.94,30.06,30.74,-0.68,-2.2121,7914.82,23941.823
1,688575.SH,20210831,30.06,31.2,29.57,30.74,30.06,0.68,2.2621,15835.93,47847.172
2,688575.SH,20210830,34.02,34.02,29.2,30.06,34.38,-4.32,-12.5654,38242.32,119314.47
3,688575.SH,20210827,33.97,34.88,33.38,34.38,33.97,0.41,1.2069,8512.81,29129.558
4,688575.SH,20210826,34.96,35.0,33.8,33.97,34.85,-0.88,-2.5251,10413.95,35701.228
5,688575.SH,20210825,35.2,35.78,34.67,34.85,35.31,-0.46,-1.3027,9040.53,31612.186
6,688575.SH,20210824,35.39,35.99,35.2,35.31,35.69,-0.38,-1.0647,8227.36,29188.305
7,688575.SH,20210823,34.49,35.99,34.03,35.69,34.5,1.19,3.4493,10762.09,37993.751
8,688575.SH,20210820,37.14,37.2,34.39,34.5,37.47,-2.97,-7.9263,25133.92,88746.791
9,688575.SH,20210819,37.13,37.88,37.13,37.47,37.13,0.34,0.9157,7372.63,27669.801
10,688575.SH,20210818,37.66,38.17,36.91,37.13,37.65,-0.52,-1.3811,11363.59,42355.171
11,688575.SH,20210817,39.0,40.34,37.61,37.65,40.2,-2.55,-6.3433,18350.23,70431.177
12,688575.SH,20210816,39.65,40.95,39.01,40.2,39.25,0.95,2.4204,13489.65,53986.249
13,688575.SH,20210813,39.75,40.6,39.2,39.25,39.76,-0.51,-1.2827,9823.43,39052.747
14,688575.SH,20210812,39.98,40.01,39.02,39.76,40.0,-0.24,-0.6,9676.29,38279.119
15,688575.SH,20210811,40.51,40.95,39.8,40.0,40.4,-0.4,-0.9901,8407.26,33827.09
16,688575.SH,20210810,40.1,40.73,39.42,40.4,40.74,-0.34,-0.8346,10995.5,44095.221
17,688575.SH,20210809,40.71,41.26,40.3,40.74,40.75,-0.01,-0.0245,10360.5,42052.694
18,688575.SH,20210806,41.31,42.26,40.02,40.75,42.72,-1.97,-4.6114,17268.9,70352.287
19,688575.SH,20210805,44.11,46.4,42.6,42.72,43.96,-1.24,-2.8207,18834.73,82987.442
20,688575.SH,20210804,44.0,44.65,42.66,43.96,45.34,-1.38,-3.0437,21942.13,95107.798
21,688575.SH,20210803,43.41,47.2,43.1,45.34,44.3,1.04,2.3476,32784.74,148778.829
22,688575.SH,20210802,44.6,45.7,43.09,44.3,43.26,1.04,2.4041,34198.59,150854.177
23,688575.SH,20210730,37.35,44.5,37.19,43.26,37.4,5.86,15.6684,30941.1,128234.946
24,688575.SH,20210729,37.21,38.42,37.09,37.4,37.13,0.27,0.7272,10643.89,40132.238
25,688575.SH,20210728,37.57,38.35,35.0,37.13,37.6,-0.47,-1.25,14078.22,51354.878
26,688575.SH,20210727,39.65,40.45,36.15,37.6,39.65,-2.05,-5.1702,12248.21,47520.562
27,688575.SH,20210726,42.04,42.04,39.22,39.65,41.87,-2.22,-5.3021,12498.73,50085.67
28,688575.SH,20210723,42.74,43.1,41.66,41.87,42.71,-0.84,-1.9668,7934.87,33426.035
29,688575.SH,20210722,44.21,44.76,42.66,42.71,44.7,-1.99,-4.4519,11147.33,48174.901
30,688575.SH,20210721,43.59,44.99,43.11,44.7,43.03,1.67,3.881,20388.17,89980.295
31,688575.SH,20210720,40.62,43.4,40.6,43.03,40.5,2.53,6.2469,20273.84,86487.563
32,688575.SH,20210719,41.24,41.24,39.0,40.5,41.25,-0.75,-1.8182,7362.18,29732.136
33,688575.SH,20210716,42.7,43.5,41.2,41.25,43.0,-1.75,-4.0698,11647.6,48887.339
