,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300436.SZ,20210901,33.14,33.3,31.83,31.86,33.13,-1.27,-3.8334,15853.0,51089.308
1,300436.SZ,20210831,33.74,33.85,33.03,33.13,33.81,-0.68,-2.0112,8752.0,29256.0
2,300436.SZ,20210830,33.9,34.12,33.74,33.81,33.89,-0.08,-0.2361,5504.0,18665.276
3,300436.SZ,20210827,34.08,34.21,33.78,33.89,34.09,-0.2,-0.5867,6356.0,21556.239
4,300436.SZ,20210826,34.54,35.0,34.08,34.09,34.71,-0.62,-1.7862,7032.67,24176.577
5,300436.SZ,20210825,34.35,34.92,34.02,34.71,34.22,0.49,1.4319,7306.0,25156.252
6,300436.SZ,20210824,34.11,34.45,34.0,34.22,34.21,0.01,0.0292,5294.0,18107.022
7,300436.SZ,20210823,34.03,34.3,33.78,34.21,34.02,0.19,0.5585,5339.65,18189.166
8,300436.SZ,20210820,34.18,34.44,33.57,34.02,34.35,-0.33,-0.9607,6148.0,20861.924
9,300436.SZ,20210819,34.27,34.7,34.08,34.35,34.27,0.08,0.2334,5882.0,20298.472
10,300436.SZ,20210818,33.66,34.3,33.61,34.27,33.91,0.36,1.0616,3948.23,13452.501
11,300436.SZ,20210817,34.26,34.4,33.9,33.91,34.21,-0.3,-0.8769,6879.0,23430.951
12,300436.SZ,20210816,34.81,34.81,34.01,34.21,34.75,-0.54,-1.554,8521.0,29133.924
13,300436.SZ,20210813,34.5,35.34,34.37,34.75,34.47,0.28,0.8123,5888.0,20427.856
14,300436.SZ,20210812,34.5,35.13,34.21,34.47,34.57,-0.1,-0.2893,7858.82,27331.407
15,300436.SZ,20210811,35.23,35.35,34.18,34.57,35.21,-0.64,-1.8177,14463.0,50047.409
16,300436.SZ,20210810,35.66,35.81,35.05,35.21,35.7,-0.49,-1.3725,9345.82,33097.794
17,300436.SZ,20210809,35.23,35.7,35.1,35.7,35.56,0.14,0.3937,6412.0,22729.613
18,300436.SZ,20210806,36.45,36.59,35.26,35.56,36.68,-1.12,-3.0534,16031.52,57305.006
19,300436.SZ,20210805,37.09,37.42,36.56,36.68,37.09,-0.41,-1.1054,11592.0,42764.541
20,300436.SZ,20210804,37.09,37.2,36.71,37.09,37.2,-0.11,-0.2957,11477.0,42365.024
21,300436.SZ,20210803,36.4,37.33,36.11,37.2,36.41,0.79,2.1697,16532.66,61108.815
22,300436.SZ,20210802,35.83,36.72,35.53,36.41,35.96,0.45,1.2514,10972.53,39702.482
23,300436.SZ,20210730,36.2,36.25,35.62,35.96,36.24,-0.28,-0.7726,10512.0,37679.242
24,300436.SZ,20210729,35.8,36.36,35.55,36.24,35.51,0.73,2.0558,10281.0,37063.584
