,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002851.SZ,20200630,25.21,25.96,25.01,25.92,24.9,1.02,4.0964,63192.24,161658.33
1,002851.SZ,20200629,25.01,25.29,24.56,24.9,25.25,-0.35,-1.3861,47237.67,117890.886
2,002851.SZ,20200624,25.5,26.11,25.1,25.25,25.28,-0.03,-0.1187,45644.07,116055.714
3,002851.SZ,20200623,25.26,25.68,25.01,25.28,25.09,0.19,0.7573,45313.18,114399.291
4,002851.SZ,20200622,25.25,25.6,24.96,25.25,25.25,0.0,0.0,42514.75,107320.142
5,002851.SZ,20200619,25.15,25.5,24.8,25.25,25.4,-0.15,-0.5906,42430.75,106736.345
6,002851.SZ,20200618,25.45,25.67,24.75,25.4,25.16,0.24,0.9539,54477.21,137604.557
7,002851.SZ,20200617,25.21,25.76,24.9,25.16,24.96,0.2,0.8013,78271.77,197468.525
8,002851.SZ,20200616,25.0,25.35,24.6,24.96,25.02,-0.06,-0.2398,89718.43,222993.874
9,002851.SZ,20200615,23.77,25.86,23.51,25.02,23.76,1.26,5.303,172229.53,430904.352
10,002851.SZ,20200612,24.3,24.83,23.66,23.76,25.15,-1.39,-5.5268,155622.91,373771.207
11,002851.SZ,20200611,27.55,27.55,24.8,25.15,27.55,-2.4,-8.7114,173801.15,453050.325
12,002851.SZ,20200610,28.5,28.88,27.24,27.55,28.65,-1.1,-3.8394,114988.4,321408.712
13,002851.SZ,20200609,26.66,28.98,26.66,28.65,26.68,1.97,7.3838,123454.65,350069.815
14,002851.SZ,20200608,27.65,27.65,26.45,26.68,27.16,-0.48,-1.7673,57770.2,155413.335
15,002851.SZ,20200605,26.63,27.48,26.24,27.16,26.58,0.58,2.1821,57287.95,154566.123
16,002851.SZ,20200604,26.46,26.8,26.05,26.58,26.39,0.19,0.72,35054.53,92666.434
17,002851.SZ,20200603,26.5,26.75,26.1,26.39,26.2,0.19,0.7252,50318.53,132867.17
18,002851.SZ,20200602,28.03,28.17,25.91,26.2,27.82,-1.62,-5.8231,123312.38,328597.244
19,002851.SZ,20200601,27.6,28.19,26.78,27.82,27.05,0.77,2.8466,79193.22,218739.04
20,002851.SZ,20200529,26.5,27.41,26.12,27.05,26.6,0.45,1.6917,57883.66,156188.007
21,002851.SZ,20200528,26.44,26.75,25.6,26.6,26.44,0.16,0.6051,51172.0,134941.837
22,002851.SZ,20200527,27.66,27.71,26.08,26.44,27.31,-0.87,-3.1856,93612.36,248807.28
23,002851.SZ,20200526,27.14,27.57,26.3,27.31,26.8,0.51,1.903,72286.8,195670.79
24,002851.SZ,20200525,27.05,27.05,26.06,26.8,26.75,0.05,0.1869,60810.24,162393.256
25,002851.SZ,20200522,27.67,27.67,26.51,26.75,27.27,-0.52,-1.9069,107810.13,291118.296
26,002851.SZ,20200521,27.0,27.92,26.94,27.27,26.94,0.33,1.2249,96449.99,264959.418
27,002851.SZ,20200520,27.0,27.46,26.51,26.94,27.25,-0.31,-1.1376,104976.29,283057.726
28,002851.SZ,20200519,26.85,27.3,26.03,27.25,26.85,0.4,1.4898,146654.78,394183.188
29,002851.SZ,20200518,25.15,27.68,25.15,26.85,25.67,1.18,4.5968,253460.39,676130.205
30,002851.SZ,20200515,23.34,25.67,23.3,25.67,23.34,2.33,9.9829,188592.42,468405.472
31,002851.SZ,20200514,22.88,23.84,22.76,23.34,22.98,0.36,1.5666,114738.58,268706.562
32,002851.SZ,20200513,22.25,23.27,22.0,22.98,22.05,0.93,4.2177,135475.13,308813.535
33,002851.SZ,20200512,22.23,22.29,21.65,22.05,22.2,-0.15,-0.6757,64802.57,142347.967
34,002851.SZ,20200511,21.25,22.31,21.23,22.2,21.2,1.0,4.717,103138.38,227131.45
