,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,301047.SZ,20210901,485.6,493.33,469.88,470.1,490.0,-19.9,-4.0612,14993.64,709777.19
1,301047.SZ,20210831,479.0,508.0,478.22,490.0,483.66,6.34,1.3108,14762.4,731249.945
2,301047.SZ,20210830,480.0,493.5,473.33,483.66,492.07,-8.41,-1.7091,15266.7,737401.021
3,301047.SZ,20210827,519.0,524.44,491.17,492.07,536.97,-44.9,-8.3617,28306.62,1431576.418
4,301047.SZ,20210826,540.0,563.8,536.3,536.97,553.7,-16.73,-3.0215,17910.29,975406.462
5,301047.SZ,20210825,564.0,575.89,553.53,553.7,577.96,-24.26,-4.1975,19293.51,1086050.737
6,301047.SZ,20210824,553.0,583.0,525.0,577.96,561.04,16.92,3.0158,34332.87,1884570.775
7,301047.SZ,20210823,557.99,575.0,543.1,561.04,578.05,-17.01,-2.9427,24138.41,1348303.259
8,301047.SZ,20210820,600.0,623.0,570.1,578.05,618.5,-40.45,-6.54,32187.33,1899914.535
9,301047.SZ,20210819,627.0,699.38,600.12,618.5,620.08,-1.58,-0.2548,49946.48,3210514.769
10,301047.SZ,20210818,515.0,628.8,513.0,620.08,525.66,94.42,17.9622,52190.63,2982501.927
11,301047.SZ,20210817,478.0,547.4,467.0,525.66,493.32,32.34,6.5556,50292.06,2555492.038
12,301047.SZ,20210816,599.9,599.96,450.9,493.32,292.92,200.4,68.4146,85261.77,4518066.038
