,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300910.SZ,20210901,86.01,88.5,83.13,86.9,86.01,0.89,1.0348,10923.08,93648.462
1,300910.SZ,20210831,95.9,95.9,85.44,86.01,96.05,-10.04,-10.4529,18007.0,161758.923
2,300910.SZ,20210830,98.25,99.86,95.51,96.05,96.83,-0.78,-0.8055,7826.61,76170.159
3,300910.SZ,20210827,95.7,98.5,93.49,96.83,94.72,2.11,2.2276,9209.33,88670.848
4,300910.SZ,20210826,97.69,100.65,94.52,94.72,98.71,-3.99,-4.0421,14009.97,135616.813
5,300910.SZ,20210825,98.04,99.49,94.0,98.71,99.0,-0.29,-0.2929,17860.75,172186.139
6,300910.SZ,20210824,88.0,102.29,87.5,99.0,90.56,8.44,9.3198,22849.95,221650.304
7,300910.SZ,20210823,88.08,90.88,87.01,90.56,86.7,3.86,4.4521,8069.3,72374.681
8,300910.SZ,20210820,86.8,87.7,84.0,86.7,86.69,0.01,0.0115,7119.14,61136.663
9,300910.SZ,20210819,86.06,89.65,85.3,86.69,85.76,0.93,1.0844,5506.15,47898.269
10,300910.SZ,20210818,83.4,88.56,83.4,85.76,83.48,2.28,2.7312,8360.23,71790.478
11,300910.SZ,20210817,88.88,89.8,82.8,83.48,87.81,-4.33,-4.9311,8127.73,69704.755
12,300910.SZ,20210816,87.03,89.0,87.03,87.81,87.81,0.0,0.0,4710.66,41368.46
13,300910.SZ,20210813,88.15,90.84,87.03,87.81,88.66,-0.85,-0.9587,6114.64,54272.038
14,300910.SZ,20210812,89.77,90.9,87.8,88.66,90.77,-2.11,-2.3246,7013.77,62430.916
15,300910.SZ,20210811,91.31,92.68,88.1,90.77,91.95,-1.18,-1.2833,9074.01,81644.004
16,300910.SZ,20210810,92.39,92.66,90.69,91.95,92.24,-0.29,-0.3144,10547.51,96731.669
17,300910.SZ,20210809,89.2,92.37,87.0,92.24,88.96,3.28,3.6871,12513.03,113562.899
