,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601825.SH,20210901,7.77,8.09,7.67,7.92,7.82,0.1,1.2788,1338982.45,1055994.303
1,601825.SH,20210831,7.71,7.86,7.65,7.82,7.76,0.06,0.7732,1001122.73,777670.165
2,601825.SH,20210830,8.0,8.02,7.75,7.76,8.02,-0.26,-3.2419,1192835.69,934370.335
3,601825.SH,20210827,8.12,8.17,8.01,8.02,8.13,-0.11,-1.353,896581.58,722524.773
4,601825.SH,20210826,8.39,8.41,8.12,8.13,8.37,-0.24,-2.8674,1454471.2,1192868.431
5,601825.SH,20210825,8.5,8.62,8.36,8.37,8.54,-0.17,-1.9906,1547365.2,1305559.881
6,601825.SH,20210824,8.75,8.84,8.51,8.54,8.91,-0.37,-4.1526,2246121.76,1934760.815
7,601825.SH,20210823,8.7,9.28,8.69,8.91,9.63,-0.72,-7.4766,3099954.62,2757485.241
8,601825.SH,20210820,9.63,9.81,9.63,9.63,10.7,-1.07,-10.0,738416.98,711946.418
9,601825.SH,20210819,10.68,12.82,10.68,10.7,8.9,1.8,20.2247,4909185.56,5510065.586
