,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603520.SH,20200630,84.86,84.88,82.91,84.06,84.7,-0.64,-0.7556,30364.13,254854.624
1,603520.SH,20200629,84.0,88.6,83.0,84.7,82.68,2.02,2.4432,40629.94,345882.005
2,603520.SH,20200624,82.1,84.41,79.85,82.68,83.32,-0.64,-0.7681,32124.27,263419.247
3,603520.SH,20200623,81.8,83.79,81.21,83.32,80.94,2.38,2.9404,40444.96,332842.22
4,603520.SH,20200622,82.0,84.41,80.29,80.94,81.52,-0.58,-0.7115,35838.45,292680.491
5,603520.SH,20200619,79.95,82.99,78.08,81.52,79.95,1.57,1.9637,45404.4,367903.67
6,603520.SH,20200618,83.28,83.28,77.5,79.95,84.3,-4.35,-5.1601,52176.92,415948.846
7,603520.SH,20200617,84.08,87.3,83.77,84.3,84.09,0.21,0.2497,38430.45,326361.607
8,603520.SH,20200616,82.77,86.0,79.1,84.09,83.9,0.19,0.2265,42346.54,347932.353
9,603520.SH,20200615,80.87,84.9,79.2,83.9,79.5,4.4,5.5346,40610.55,335971.558
10,603520.SH,20200612,76.51,81.3,76.1,79.5,77.38,2.12,2.7397,41021.04,324144.925
11,603520.SH,20200611,78.75,81.55,76.78,77.38,78.44,-1.06,-1.3514,56964.32,450466.173
12,603520.SH,20200610,71.31,78.44,70.0,78.44,71.31,7.13,9.9986,35527.16,267520.52
13,603520.SH,20200609,69.59,72.69,68.6,71.31,69.83,1.48,2.1194,44919.62,318242.624
14,603520.SH,20200608,68.6,72.21,68.6,69.83,66.96,2.87,4.2861,74175.9,522215.017
15,603520.SH,20200605,62.8,66.96,62.8,66.96,60.87,6.09,10.0049,47605.68,315820.789
16,603520.SH,20200604,61.32,62.58,59.95,60.87,61.42,-0.55,-0.8955,21991.58,134841.165
17,603520.SH,20200603,60.77,63.3,59.13,61.42,60.08,1.34,2.2304,41116.52,252835.924
18,603520.SH,20200602,64.03,64.46,59.49,60.08,64.55,-4.47,-6.9249,53629.2,328416.834
19,603520.SH,20200601,64.25,66.88,62.8,64.55,62.59,1.96,3.1315,41342.62,266493.268
20,603520.SH,20200529,80.29,87.97,79.51,87.97,79.97,8.0,10.0038,21690.57,183350.667
21,603520.SH,20200528,78.67,80.59,76.8,79.97,78.59,1.38,1.7559,13940.8,109669.622
22,603520.SH,20200527,82.11,82.49,77.91,78.59,82.71,-4.12,-4.9813,21884.45,174259.446
23,603520.SH,20200526,82.0,82.86,81.26,82.71,82.2,0.51,0.6204,15333.13,125785.372
24,603520.SH,20200525,76.69,83.18,76.41,82.2,75.67,6.53,8.6296,31180.35,251939.55
25,603520.SH,20200522,76.34,77.3,73.91,75.67,76.46,-0.79,-1.0332,14064.2,106465.923
26,603520.SH,20200521,78.48,78.78,76.3,76.46,77.95,-1.49,-1.9115,13808.89,106983.614
27,603520.SH,20200520,79.5,82.57,76.76,77.95,79.5,-1.55,-1.9497,18431.6,145441.029
28,603520.SH,20200519,79.76,80.0,77.0,79.5,79.12,0.38,0.4803,17423.46,137111.354
29,603520.SH,20200518,77.62,80.49,77.38,79.12,78.0,1.12,1.4359,18417.6,145125.866
30,603520.SH,20200515,78.2,79.39,75.89,78.0,78.2,-0.2,-0.2558,28003.86,217212.704
31,603520.SH,20200514,75.98,82.25,74.81,78.2,75.55,2.65,3.5076,51720.74,402628.53
32,603520.SH,20200513,70.25,75.55,70.25,75.55,68.68,6.87,10.0029,46775.08,348419.422
33,603520.SH,20200512,63.8,68.8,63.8,68.68,63.8,4.88,7.6489,34588.67,231820.904
34,603520.SH,20200511,65.91,66.87,62.81,63.8,66.54,-2.74,-4.1178,33063.94,212009.408
35,603520.SH,20200508,67.01,67.7,65.18,66.54,67.02,-0.48,-0.7162,18135.33,120472.468
36,603520.SH,20200507,64.87,68.27,64.51,67.02,65.34,1.68,2.5712,21463.0,141877.937
