,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300973.SZ,20210901,125.94,130.65,117.52,128.03,123.95,4.08,3.2916,14030.33,174726.969
1,300973.SZ,20210831,126.52,134.94,121.52,123.95,128.6,-4.65,-3.6159,10209.16,129181.744
2,300973.SZ,20210830,129.41,132.93,124.0,128.6,133.81,-5.21,-3.8936,16218.26,207018.892
3,300973.SZ,20210827,123.14,137.03,122.9,133.81,118.88,14.93,12.5589,20412.92,270151.117
4,300973.SZ,20210826,124.43,125.7,117.0,118.88,123.31,-4.43,-3.5926,9292.88,111071.958
5,300973.SZ,20210825,127.05,129.54,122.5,123.31,128.01,-4.7,-3.6716,5174.61,64798.627
6,300973.SZ,20210824,121.54,128.1,121.04,128.01,122.5,5.51,4.498,5924.19,74548.557
7,300973.SZ,20210823,121.01,125.47,121.0,122.5,121.24,1.26,1.0393,5160.35,63377.673
8,300973.SZ,20210820,124.78,124.78,117.82,121.24,125.5,-4.26,-3.3944,8285.2,100230.854
9,300973.SZ,20210819,127.66,129.96,124.29,125.5,127.91,-2.41,-1.8841,4868.53,61435.128
10,300973.SZ,20210818,130.0,132.96,125.0,127.91,131.45,-3.54,-2.693,7329.74,93723.376
11,300973.SZ,20210817,137.06,140.0,131.37,131.45,137.94,-6.49,-4.7049,6035.83,81718.955
12,300973.SZ,20210816,138.49,139.18,134.16,137.94,138.45,-0.51,-0.3684,5031.15,68843.794
13,300973.SZ,20210813,136.14,139.72,133.75,138.45,140.0,-1.55,-1.1071,6497.09,88512.734
14,300973.SZ,20210812,140.95,145.97,135.0,140.0,141.02,-1.02,-0.7233,9145.32,127269.861
15,300973.SZ,20210811,144.01,150.0,140.43,141.02,143.28,-2.26,-1.5773,15098.32,218116.039
16,300973.SZ,20210810,143.44,147.44,140.0,143.28,142.62,0.66,0.4628,16340.69,234440.096
17,300973.SZ,20210809,125.18,148.16,125.18,142.62,128.16,14.46,11.2828,19041.25,267319.2
18,300973.SZ,20210806,136.62,137.34,125.3,128.16,135.55,-7.39,-5.4519,11032.02,141414.161
19,300973.SZ,20210805,137.5,137.97,131.04,135.55,136.07,-0.52,-0.3822,6693.17,90564.269
20,300973.SZ,20210804,136.07,138.33,131.04,136.07,136.62,-0.55,-0.4026,6367.4,86336.212
21,300973.SZ,20210803,138.0,141.0,132.65,136.62,138.02,-1.4,-1.0143,11546.63,158316.863
