,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601086.SH,20200630,4.79,4.82,4.74,4.82,4.76,0.06,1.2605,53118.0,25420.319
1,601086.SH,20200629,4.77,4.78,4.71,4.76,4.77,-0.01,-0.2096,35798.0,16941.939
2,601086.SH,20200624,4.82,4.85,4.75,4.77,4.82,-0.05,-1.0373,43655.0,20850.912
3,601086.SH,20200623,4.83,4.86,4.8,4.82,4.82,0.0,0.0,31888.0,15374.976
4,601086.SH,20200622,4.9,4.94,4.79,4.82,4.94,-0.12,-2.4291,96436.99,46685.582
5,601086.SH,20200619,4.79,4.98,4.79,4.94,4.82,0.12,2.4896,121059.0,59654.685
6,601086.SH,20200618,4.81,4.83,4.76,4.82,4.8,0.02,0.4167,36165.0,17344.145
7,601086.SH,20200617,4.83,4.85,4.74,4.8,4.85,-0.05,-1.0309,54790.0,26217.26
8,601086.SH,20200616,4.84,4.87,4.79,4.85,4.83,0.02,0.4141,50492.0,24385.579
9,601086.SH,20200615,4.78,4.99,4.75,4.83,4.77,0.06,1.2579,74656.0,36367.347
10,601086.SH,20200612,4.7,4.84,4.68,4.77,4.8,-0.03,-0.625,57719.0,27448.435
11,601086.SH,20200611,4.91,4.91,4.78,4.8,4.91,-0.11,-2.2403,70092.0,33856.582
12,601086.SH,20200610,4.82,4.94,4.81,4.91,4.84,0.07,1.4463,70027.0,34303.068
13,601086.SH,20200609,4.81,4.85,4.79,4.84,4.81,0.03,0.6237,57184.0,27562.292
14,601086.SH,20200608,5.0,5.02,4.81,4.81,5.0,-0.19,-3.8,122209.0,59436.762
15,601086.SH,20200605,5.19,5.23,4.96,5.0,5.23,-0.23,-4.3977,178001.99,89749.096
16,601086.SH,20200604,5.12,5.42,5.03,5.23,5.07,0.16,3.1558,257113.99,135509.744
17,601086.SH,20200603,5.03,5.19,4.96,5.07,5.05,0.02,0.396,143449.24,72467.281
18,601086.SH,20200602,4.96,5.29,4.91,5.05,4.93,0.12,2.4341,179383.2,91237.547
19,601086.SH,20200601,4.76,5.03,4.75,4.93,4.76,0.17,3.5714,140396.74,68917.963
20,601086.SH,20200529,4.74,4.81,4.73,4.76,4.77,-0.01,-0.2096,34313.66,16359.468
21,601086.SH,20200528,4.78,4.78,4.7,4.77,4.78,-0.01,-0.2092,48188.0,22838.811
22,601086.SH,20200527,4.9,4.9,4.76,4.78,4.94,-0.16,-3.2389,75139.99,36258.38
23,601086.SH,20200526,4.81,4.98,4.77,4.94,4.83,0.11,2.2774,149397.65,73103.524
24,601086.SH,20200525,4.7,4.85,4.68,4.83,4.66,0.17,3.6481,56424.96,26934.49
25,601086.SH,20200522,4.74,4.79,4.64,4.66,4.76,-0.1,-2.1008,38722.0,18254.923
26,601086.SH,20200521,4.68,4.82,4.63,4.76,4.64,0.12,2.5862,66731.99,31660.453
27,601086.SH,20200520,4.69,4.7,4.62,4.64,4.72,-0.08,-1.6949,46182.0,21492.461
28,601086.SH,20200519,4.72,4.75,4.67,4.72,4.67,0.05,1.0707,39173.0,18434.997
29,601086.SH,20200518,4.75,4.75,4.65,4.67,4.73,-0.06,-1.2685,40941.0,19230.41
30,601086.SH,20200515,4.84,4.88,4.71,4.73,4.82,-0.09,-1.8672,47041.0,22511.854
31,601086.SH,20200514,5.04,5.04,4.79,4.82,5.01,-0.19,-3.7924,73998.0,36086.707
32,601086.SH,20200513,5.03,5.08,5.0,5.01,5.05,-0.04,-0.7921,97164.0,48986.474
33,601086.SH,20200512,5.01,5.07,4.95,5.05,5.0,0.05,1.0,64519.74,32331.208
34,601086.SH,20200511,4.8,5.05,4.8,5.0,4.8,0.2,4.1667,140139.7,69602.539
35,601086.SH,20200508,4.71,4.86,4.71,4.8,4.73,0.07,1.4799,51937.0,24819.416
36,601086.SH,20200507,4.62,4.75,4.61,4.73,4.62,0.11,2.381,50636.75,23748.281
37,601086.SH,20200506,4.55,4.63,4.53,4.62,4.59,0.03,0.6536,29510.74,13569.394
38,601086.SH,20200430,4.52,4.63,4.52,4.59,4.55,0.04,0.8791,44250.68,20314.767
39,601086.SH,20200429,4.67,4.71,4.54,4.55,4.68,-0.13,-2.7778,40813.0,18848.752
40,601086.SH,20200428,4.86,4.87,4.44,4.68,4.89,-0.21,-4.2945,76006.77,35713.081
41,601086.SH,20200427,4.82,5.03,4.76,4.89,4.84,0.05,1.0331,92325.0,45456.35
42,601086.SH,20200424,4.89,4.98,4.81,4.84,4.9,-0.06,-1.2245,74821.96,36701.181
43,601086.SH,20200423,5.0,5.01,4.9,4.9,5.01,-0.11,-2.1956,76230.0,37855.828
44,601086.SH,20200422,4.93,5.05,4.8,5.01,4.96,0.05,1.0081,101375.0,50033.935
45,601086.SH,20200421,5.18,5.19,4.93,4.96,5.15,-0.19,-3.6893,174725.0,88099.197
46,601086.SH,20200420,5.18,5.28,5.14,5.15,5.2,-0.05,-0.9615,110534.0,57465.923
47,601086.SH,20200417,5.09,5.34,5.01,5.2,5.09,0.11,2.1611,173468.0,89734.911
48,601086.SH,20200416,4.97,5.16,4.96,5.09,5.0,0.09,1.8,143162.0,72745.971
49,601086.SH,20200415,5.0,5.07,4.94,5.0,4.99,0.01,0.2004,69058.0,34502.736
50,601086.SH,20200414,4.91,5.0,4.84,4.99,4.84,0.15,3.0992,75459.96,37214.37
51,601086.SH,20200413,4.82,4.9,4.71,4.84,4.86,-0.02,-0.4115,90738.7,43598.068
52,601086.SH,20200410,4.98,5.0,4.81,4.86,5.0,-0.14,-2.8,97520.7,47660.671
53,601086.SH,20200409,5.02,5.07,5.0,5.0,5.03,-0.03,-0.5964,62061.0,31181.649
54,601086.SH,20200408,5.0,5.06,4.96,5.03,5.05,-0.02,-0.396,104234.0,52359.236
55,601086.SH,20200407,4.99,5.08,4.95,5.05,4.93,0.12,2.4341,132329.0,66679.958
56,601086.SH,20200403,4.99,4.99,4.93,4.93,5.0,-0.07,-1.4,52100.0,25794.826
57,601086.SH,20200402,4.97,5.08,4.88,5.0,4.96,0.04,0.8065,93153.54,46233.792
58,601086.SH,20200401,4.92,5.12,4.86,4.96,4.93,0.03,0.6085,138276.0,69295.022
59,601086.SH,20200331,4.96,4.97,4.86,4.93,4.97,-0.04,-0.8048,72208.95,35426.18
60,601086.SH,20200330,4.85,5.07,4.72,4.97,4.98,-0.01,-0.2008,157557.45,76901.261
61,601086.SH,20200327,5.07,5.14,4.97,4.98,5.04,-0.06,-1.1905,99349.0,50220.297
62,601086.SH,20200326,5.09,5.13,5.0,5.04,5.16,-0.12,-2.3256,162115.13,81949.124
63,601086.SH,20200325,5.23,5.32,5.14,5.16,5.17,-0.01,-0.1934,197742.02,103055.431
64,601086.SH,20200324,5.39,5.5,5.03,5.17,5.35,-0.18,-3.3645,249863.02,130223.919
65,601086.SH,20200323,5.6,5.74,5.35,5.35,5.94,-0.59,-9.9327,342569.31,190335.575
66,601086.SH,20200320,5.8,6.11,5.52,5.94,5.89,0.05,0.8489,680054.82,391151.541
67,601086.SH,20200319,5.3,5.89,5.28,5.89,5.35,0.54,10.0935,563269.06,330754.279
68,601086.SH,20200318,5.49,5.61,5.35,5.35,5.45,-0.1,-1.8349,157636.77,85951.006
69,601086.SH,20200317,5.25,5.5,5.11,5.45,5.28,0.17,3.2197,107532.77,57131.34
70,601086.SH,20200316,5.29,5.51,5.22,5.28,5.32,-0.04,-0.7519,115705.77,61821.819
71,601086.SH,20200313,5.0,5.32,4.95,5.32,5.2,0.12,2.3077,80221.0,41686.803
72,601086.SH,20200312,5.14,5.24,5.11,5.2,5.2,0.0,0.0,48620.75,25154.394
73,601086.SH,20200311,5.31,5.32,5.18,5.2,5.25,-0.05,-0.9524,52054.0,27245.944
74,601086.SH,20200310,5.08,5.26,5.08,5.25,5.16,0.09,1.7442,71716.3,37248.298
75,601086.SH,20200309,5.1,5.26,5.07,5.16,5.17,-0.01,-0.1934,79244.0,40883.355
76,601086.SH,20200306,5.2,5.26,5.15,5.17,5.27,-0.1,-1.8975,108575.0,56327.387
