,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300811.SZ,20200630,70.3,70.9,68.68,70.0,70.14,-0.14,-0.1996,14732.43,102374.834
1,300811.SZ,20200629,71.0,71.23,68.56,70.14,69.17,0.97,1.4023,21250.1,148842.517
2,300811.SZ,20200624,63.49,69.17,62.66,69.17,62.88,6.29,10.0032,21206.01,141014.904
3,300811.SZ,20200623,64.42,64.42,62.8,62.88,64.12,-1.24,-1.9339,5716.8,36170.904
4,300811.SZ,20200622,64.0,65.25,63.51,64.12,64.04,0.08,0.1249,7855.2,50628.576
5,300811.SZ,20200619,63.79,64.35,62.88,64.04,63.9,0.14,0.2191,7336.0,46668.561
6,300811.SZ,20200618,62.73,64.46,62.68,63.9,63.06,0.84,1.3321,10853.0,69071.557
7,300811.SZ,20200617,60.4,63.5,60.4,63.06,60.4,2.66,4.404,9556.0,59608.187
8,300811.SZ,20200616,59.61,60.52,59.61,60.4,59.54,0.86,1.4444,3951.0,23791.976
9,300811.SZ,20200615,61.0,61.28,59.54,59.54,60.59,-1.05,-1.733,5023.0,30339.167
10,300811.SZ,20200612,61.02,61.02,60.11,60.59,61.66,-1.07,-1.7353,4398.77,26645.956
11,300811.SZ,20200611,60.41,62.16,60.41,61.66,60.4,1.26,2.0861,6215.77,38183.071
12,300811.SZ,20200610,62.0,62.44,60.1,60.4,61.95,-1.55,-2.502,5900.77,35924.671
13,300811.SZ,20200609,64.0,64.0,62.06,62.25,63.49,-1.24,-1.9531,5822.0,36452.54
14,300811.SZ,20200608,63.2,64.34,63.0,63.49,63.17,0.32,0.5066,5712.72,36320.808
15,300811.SZ,20200605,63.6,63.68,62.37,63.17,63.6,-0.43,-0.6761,5261.72,33150.859
16,300811.SZ,20200604,63.2,63.9,62.76,63.6,62.8,0.8,1.2739,5348.0,33848.271
17,300811.SZ,20200603,64.63,64.74,62.78,62.8,64.54,-1.74,-2.696,8760.0,55710.382
18,300811.SZ,20200602,65.0,65.16,63.8,64.54,64.5,0.04,0.062,8963.99,57851.356
19,300811.SZ,20200601,61.91,64.61,61.91,64.5,61.9,2.6,4.2003,10920.72,69516.358
20,300811.SZ,20200529,63.0,64.49,61.68,61.9,63.0,-1.1,-1.746,9909.0,62228.855
21,300811.SZ,20200528,63.97,66.0,62.51,63.0,63.99,-0.99,-1.5471,12400.99,79370.294
22,300811.SZ,20200527,63.0,64.78,62.15,63.99,63.26,0.73,1.154,12900.52,81890.472
23,300811.SZ,20200526,58.74,63.26,58.74,63.26,59.36,3.9,6.5701,11786.06,72125.41
24,300811.SZ,20200525,59.1,61.92,58.0,59.36,59.11,0.25,0.4229,8076.99,48772.567
25,300811.SZ,20200522,60.78,62.1,57.58,59.11,60.8,-1.69,-2.7796,10940.61,65070.076
26,300811.SZ,20200521,60.71,61.88,60.5,60.8,60.5,0.3,0.4959,5202.0,31759.984
27,300811.SZ,20200520,61.89,62.26,60.33,60.5,62.01,-1.51,-2.4351,7037.35,43164.189
28,300811.SZ,20200519,61.89,62.34,61.49,62.01,61.72,0.29,0.4699,5858.0,36237.177
29,300811.SZ,20200518,62.2,64.27,61.55,61.72,62.41,-0.69,-1.1056,8088.0,50902.067
30,300811.SZ,20200515,63.02,63.99,62.41,62.41,63.61,-1.2,-1.8865,7295.0,45939.81
31,300811.SZ,20200514,62.03,64.6,60.3,63.61,62.55,1.06,1.6946,11851.57,74668.281
32,300811.SZ,20200513,62.41,63.32,61.8,62.55,62.99,-0.44,-0.6985,6256.57,39079.977
33,300811.SZ,20200512,62.13,63.59,61.63,62.99,62.01,0.98,1.5804,8069.0,50593.477
34,300811.SZ,20200511,62.03,63.48,61.61,62.01,61.92,0.09,0.1453,10000.45,62429.213
35,300811.SZ,20200508,60.01,62.37,60.0,61.92,60.16,1.76,2.9255,10508.29,64496.305
36,300811.SZ,20200507,58.69,60.9,58.69,60.16,58.78,1.38,2.3477,10382.02,62322.765
37,300811.SZ,20200506,56.91,59.14,56.08,58.78,57.16,1.62,2.8341,7822.5,45482.311
38,300811.SZ,20200430,56.31,57.3,55.71,57.16,55.48,1.68,3.0281,5697.5,32369.754
39,300811.SZ,20200429,54.89,56.0,54.2,55.48,54.6,0.88,1.6117,5234.0,28898.849
40,300811.SZ,20200428,57.03,57.77,52.66,54.6,57.28,-2.68,-4.6788,8737.66,47846.661
41,300811.SZ,20200427,58.6,58.66,57.17,57.28,58.03,-0.75,-1.2924,4630.57,26711.851
42,300811.SZ,20200424,60.85,60.97,57.61,58.03,60.7,-2.67,-4.3987,7690.0,45348.547
43,300811.SZ,20200423,61.38,61.43,60.23,60.7,61.24,-0.54,-0.8818,5404.12,32877.359
44,300811.SZ,20200422,60.77,61.98,60.69,61.24,61.42,-0.18,-0.2931,4926.02,30193.637
45,300811.SZ,20200421,59.85,62.0,59.38,61.42,60.33,1.09,1.8067,8349.01,50994.171
46,300811.SZ,20200420,61.7,61.7,59.22,60.33,62.35,-2.02,-3.2398,10288.02,61741.805
47,300811.SZ,20200417,62.36,63.16,62.01,62.35,62.17,0.18,0.2895,5625.99,35225.261
48,300811.SZ,20200416,61.42,62.7,61.36,62.17,61.99,0.18,0.2904,5238.12,32392.044
49,300811.SZ,20200415,62.93,63.9,61.73,61.99,62.29,-0.3,-0.4816,5324.12,33476.113
50,300811.SZ,20200414,61.98,62.38,61.4,62.29,61.42,0.87,1.4165,4774.0,29591.265
51,300811.SZ,20200413,63.6,64.0,61.22,61.42,64.11,-2.69,-4.1959,8005.0,49576.374
52,300811.SZ,20200410,67.5,68.2,64.0,64.11,70.3,-6.19,-8.8051,16781.85,109982.208
53,300811.SZ,20200409,69.91,70.77,69.55,70.3,69.9,0.4,0.5722,6587.6,46207.855
54,300811.SZ,20200408,70.3,70.98,69.56,69.9,70.41,-0.51,-0.7243,6922.73,48597.801
55,300811.SZ,20200407,69.6,70.48,69.06,70.41,68.41,2.0,2.9235,9007.66,62982.808
56,300811.SZ,20200403,67.35,69.49,67.03,68.41,67.5,0.91,1.3481,9419.0,64147.445
57,300811.SZ,20200402,65.08,67.5,65.0,67.5,65.08,2.42,3.7185,7615.0,50504.134
58,300811.SZ,20200401,65.1,66.48,64.88,65.08,65.26,-0.18,-0.2758,4564.0,29968.461
59,300811.SZ,20200331,66.44,66.8,65.18,65.26,65.46,-0.2,-0.3055,4517.78,29752.176
60,300811.SZ,20200330,67.0,67.55,65.12,65.46,68.9,-3.44,-4.9927,7865.0,51886.306
61,300811.SZ,20200327,70.12,70.5,68.82,68.9,69.45,-0.55,-0.7919,5583.6,38907.38
62,300811.SZ,20200326,70.97,71.4,69.18,69.45,71.6,-2.15,-3.0028,8055.97,56490.792
63,300811.SZ,20200325,72.84,72.86,71.3,71.6,71.01,0.59,0.8309,7068.78,50861.545
64,300811.SZ,20200324,70.92,71.76,68.14,71.01,69.51,1.5,2.158,7045.1,49517.133
65,300811.SZ,20200323,72.99,73.31,69.08,69.51,74.41,-4.9,-6.5851,9657.0,68445.598
66,300811.SZ,20200320,73.28,75.28,72.88,74.41,73.01,1.4,1.9175,8622.0,63875.519
67,300811.SZ,20200319,72.41,73.5,71.01,73.01,72.07,0.94,1.3043,8918.98,64696.958
68,300811.SZ,20200318,75.6,77.25,71.93,72.07,75.81,-3.74,-4.9334,14152.98,106216.524
69,300811.SZ,20200317,72.5,75.81,71.3,75.81,71.51,4.3,6.0131,14274.96,105174.205
70,300811.SZ,20200316,75.0,76.86,71.07,71.51,74.6,-3.09,-4.1421,11129.85,82966.471
71,300811.SZ,20200313,73.0,75.62,72.01,74.6,77.32,-2.72,-3.5178,11903.13,87880.062
72,300811.SZ,20200312,77.49,79.2,77.0,77.32,79.44,-2.12,-2.6687,9518.31,74117.277
73,300811.SZ,20200311,78.0,80.78,76.91,79.44,77.74,1.7,2.1868,15979.44,125978.593
74,300811.SZ,20200310,74.04,77.77,73.9,77.74,75.61,2.13,2.8171,12305.34,93230.527
75,300811.SZ,20200309,77.4,78.69,75.53,75.61,79.9,-4.29,-5.3692,13744.2,105834.992
76,300811.SZ,20200306,79.5,80.99,79.01,79.9,80.4,-0.5,-0.6219,10486.06,84053.871
77,300811.SZ,20200305,82.5,82.88,79.31,80.4,81.2,-0.8,-0.9852,14681.62,118189.405
78,300811.SZ,20200304,77.8,81.68,77.21,81.2,78.7,2.5,3.1766,15634.56,124518.089
79,300811.SZ,20200303,79.49,81.24,78.03,78.7,78.38,0.32,0.4083,15486.36,123562.025
80,300811.SZ,20200302,76.0,79.44,76.0,78.38,75.91,2.47,3.2539,14841.67,115331.655
81,300811.SZ,20200228,79.9,81.4,75.91,75.91,84.34,-8.43,-9.9953,28578.3,222984.118
82,300811.SZ,20200227,89.92,90.8,83.8,84.34,88.24,-3.9,-4.4198,24434.83,212373.214
83,300811.SZ,20200226,86.35,94.49,85.9,88.24,87.22,1.02,1.1695,36286.73,326363.775
84,300811.SZ,20200225,81.5,87.22,81.0,87.22,84.1,3.12,3.7099,30713.84,259541.578
85,300811.SZ,20200224,83.0,85.3,81.81,84.1,83.6,0.5,0.5981,19535.0,163807.987
86,300811.SZ,20200221,83.5,85.39,83.22,83.6,84.55,-0.95,-1.1236,18719.58,157578.995
87,300811.SZ,20200220,84.4,85.85,82.68,84.55,84.32,0.23,0.2728,18933.82,159787.393
88,300811.SZ,20200219,87.13,87.92,84.2,84.32,88.68,-4.36,-4.9166,29405.16,253603.631
89,300811.SZ,20200218,83.98,89.78,83.26,88.68,83.89,4.79,5.7099,35683.45,309034.168
90,300811.SZ,20200217,81.3,84.21,81.28,83.89,81.86,2.03,2.4798,22050.28,183684.894
91,300811.SZ,20200214,83.0,85.6,81.11,81.86,83.98,-2.12,-2.5244,24072.23,201209.437
92,300811.SZ,20200213,84.9,84.9,82.52,83.98,85.43,-1.45,-1.6973,22781.78,190762.929
93,300811.SZ,20200212,79.66,85.98,78.86,85.43,81.98,3.45,4.2083,28369.69,237384.745
94,300811.SZ,20200211,80.01,85.95,79.5,81.98,80.31,1.67,2.0794,25813.27,215829.37
95,300811.SZ,20200210,80.5,80.72,78.13,80.31,80.68,-0.37,-0.4586,22560.28,179328.165
96,300811.SZ,20200207,73.18,81.3,73.1,80.68,73.91,6.77,9.1598,35816.93,283180.705
97,300811.SZ,20200206,71.4,73.91,70.2,73.91,72.3,1.61,2.2268,21826.63,158123.711
98,300811.SZ,20200205,70.99,75.17,70.99,72.3,71.96,0.34,0.4725,25899.49,190154.873
99,300811.SZ,20200204,65.37,73.58,65.37,71.96,72.63,-0.67,-0.9225,32683.14,226545.711
100,300811.SZ,20200203,72.63,72.63,72.63,72.63,80.7,-8.07,-10.0,2725.0,19791.675
101,300811.SZ,20200123,85.02,87.01,80.06,80.7,85.82,-5.12,-5.966,28588.65,238657.199
102,300811.SZ,20200122,84.03,86.99,83.15,85.82,86.01,-0.19,-0.2209,27312.52,232617.946
