,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603759.SH,20210901,17.6,17.62,16.89,17.32,17.59,-0.27,-1.535,59345.43,101801.664
1,603759.SH,20210831,17.3,18.06,17.28,17.59,17.17,0.42,2.4461,64622.39,113618.457
2,603759.SH,20210830,17.6,17.75,17.1,17.17,17.45,-0.28,-1.6046,47396.2,82453.52
3,603759.SH,20210827,17.88,18.19,17.3,17.45,17.98,-0.53,-2.9477,73572.71,129776.762
4,603759.SH,20210826,18.72,18.9,17.96,17.98,18.66,-0.68,-3.6442,84818.83,155537.836
5,603759.SH,20210825,19.03,19.06,18.59,18.66,19.01,-0.35,-1.8411,69748.27,130349.075
6,603759.SH,20210824,18.7,19.3,18.51,19.01,18.83,0.18,0.9559,93016.76,176339.919
7,603759.SH,20210823,18.5,19.1,18.5,18.83,18.89,-0.06,-0.3176,94852.44,178487.926
8,603759.SH,20210820,19.38,19.56,18.42,18.89,20.45,-1.56,-7.6284,171352.35,322945.802
9,603759.SH,20210819,21.33,21.62,20.45,20.45,22.72,-2.27,-9.9912,164596.79,341656.533
10,603759.SH,20210818,21.5,23.0,20.67,22.72,21.37,1.35,6.3173,325335.4,715658.417
11,603759.SH,20210817,20.32,21.37,19.76,21.37,19.43,1.94,9.9846,275695.36,576304.656
12,603759.SH,20210816,17.99,19.43,17.99,19.43,17.66,1.77,10.0227,92100.69,174272.352
13,603759.SH,20210813,17.85,18.01,17.52,17.66,17.85,-0.19,-1.0644,29150.64,51578.054
14,603759.SH,20210812,18.13,18.42,17.8,17.85,18.11,-0.26,-1.4357,38852.95,70106.169
15,603759.SH,20210811,17.85,18.42,17.61,18.11,17.85,0.26,1.4566,48143.05,87076.766
16,603759.SH,20210810,17.68,17.95,17.55,17.85,17.67,0.18,1.0187,35515.6,63178.867
17,603759.SH,20210809,17.35,17.72,17.2,17.67,17.63,0.04,0.2269,45017.98,78703.892
18,603759.SH,20210806,16.93,18.13,16.79,17.63,16.93,0.7,4.1347,65202.91,115209.26
19,603759.SH,20210805,17.09,17.4,16.85,16.93,17.19,-0.26,-1.5125,27910.38,47572.612
20,603759.SH,20210804,17.14,17.43,17.09,17.19,17.27,-0.08,-0.4632,25742.55,44329.921
21,603759.SH,20210803,17.34,18.15,17.25,17.27,17.49,-0.22,-1.2579,43384.63,76623.891
22,603759.SH,20210802,17.01,17.58,17.01,17.49,17.27,0.22,1.2739,28133.38,48958.81
23,603759.SH,20210730,17.17,17.36,16.78,17.27,17.18,0.09,0.5239,38413.38,65823.431
24,603759.SH,20210729,16.19,17.78,16.19,17.18,16.18,1.0,6.1805,70761.93,121226.217
25,603759.SH,20210728,17.0,17.0,15.51,16.18,17.0,-0.82,-4.8235,49169.64,79582.692
26,603759.SH,20210727,17.87,17.9,16.98,17.0,17.87,-0.87,-4.8685,45032.38,78365.869
27,603759.SH,20210726,17.91,18.12,17.35,17.87,17.8,0.07,0.3933,44693.77,78992.906
28,603759.SH,20210723,18.66,18.75,17.71,17.8,18.66,-0.86,-4.6088,56819.03,102342.458
29,603759.SH,20210722,18.79,18.9,18.6,18.66,18.78,-0.12,-0.639,26167.75,48979.568
30,603759.SH,20210721,18.92,19.16,18.75,18.78,18.74,0.04,0.2134,28365.8,53661.584
31,603759.SH,20210720,19.26,19.38,18.71,18.74,19.42,-0.68,-3.5015,42231.29,79663.829
32,603759.SH,20210719,19.22,19.68,19.22,19.42,19.34,0.08,0.4137,22545.27,43858.639
33,603759.SH,20210716,19.26,19.58,19.26,19.34,19.36,-0.02,-0.1033,23343.61,45293.802
34,603759.SH,20210715,19.92,19.92,19.2,19.36,19.93,-0.57,-2.86,41176.39,80006.402
35,603759.SH,20210714,20.22,20.64,19.92,19.93,20.36,-0.43,-2.112,44010.07,88812.275
36,603759.SH,20210713,19.85,20.44,19.65,20.36,19.84,0.52,2.621,56083.68,112829.387
37,603759.SH,20210712,20.0,20.16,19.75,19.84,19.95,-0.11,-0.5514,37836.89,75283.92
38,603759.SH,20210709,19.46,20.15,19.23,19.95,19.51,0.44,2.2553,49787.29,98825.043
39,603759.SH,20210708,19.9,20.19,19.51,19.51,19.94,-0.43,-2.1565,35998.93,70998.848
40,603759.SH,20210707,19.89,20.18,19.8,19.94,20.0,-0.06,-0.3,30730.01,61340.626
41,603759.SH,20210706,19.56,20.49,19.42,20.0,19.64,0.36,1.833,50179.82,100421.427
42,603759.SH,20210705,19.4,19.68,19.31,19.64,19.41,0.23,1.185,31490.94,61419.343
43,603759.SH,20210702,20.1,20.11,19.37,19.41,20.2,-0.79,-3.9109,59513.78,116680.275
44,603759.SH,20210701,20.21,20.8,20.19,20.2,20.5,-0.3,-1.4634,38630.2,79031.839
45,603759.SH,20210630,20.79,21.15,20.3,20.5,21.01,-0.51,-2.4274,49795.75,102472.081
46,603759.SH,20210629,21.7,21.7,20.96,21.01,21.87,-0.86,-3.9323,52462.72,111672.471
47,603759.SH,20210628,21.66,22.0,21.48,21.87,21.47,0.4,1.8631,39673.22,86406.513
48,603759.SH,20210625,21.61,21.76,21.21,21.47,21.77,-0.3,-1.378,53695.0,114899.353
49,603759.SH,20210624,22.54,22.54,21.68,21.77,22.54,-0.77,-3.4161,62296.2,137163.715
50,603759.SH,20210623,22.8,22.93,22.5,22.54,22.8,-0.26,-1.1404,46949.66,106362.929
51,603759.SH,20210622,22.47,23.06,22.28,22.8,22.62,0.18,0.7958,58034.76,131626.134
52,603759.SH,20210621,22.24,23.08,22.01,22.62,22.24,0.38,1.7086,62776.02,141138.376
53,603759.SH,20210618,22.6,22.61,21.98,22.24,22.41,-0.17,-0.7586,46259.89,102866.245
54,603759.SH,20210617,22.0,22.43,22.0,22.41,22.03,0.38,1.7249,40719.63,90652.33
55,603759.SH,20210616,22.1,22.62,21.81,22.03,22.32,-0.29,-1.2993,54129.89,120005.589
56,603759.SH,20210615,23.23,23.33,22.28,22.32,23.23,-0.91,-3.9173,72335.64,164534.619
57,603759.SH,20210611,23.79,23.99,23.2,23.23,23.77,-0.54,-2.2718,75925.37,178642.628
58,603759.SH,20210610,24.0,24.15,23.66,23.77,24.13,-0.36,-1.4919,82285.56,196166.032
59,603759.SH,20210609,24.09,24.89,23.88,24.13,24.31,-0.18,-0.7404,79858.89,194450.948
60,603759.SH,20210608,24.95,24.97,24.17,24.31,24.99,-0.68,-2.7211,97223.77,237295.638
61,603759.SH,20210607,24.64,25.48,24.58,24.99,24.87,0.12,0.4825,95266.86,238240.601
62,603759.SH,20210604,25.39,25.61,24.75,24.87,25.85,-0.98,-3.7911,148820.45,372521.298
63,603759.SH,20210603,26.92,28.98,25.77,25.85,26.69,-0.84,-3.1472,302330.56,827264.323
64,603759.SH,20210602,24.01,26.69,24.01,26.69,24.26,2.43,10.0165,198395.44,506348.415
65,603759.SH,20210601,24.95,24.95,23.97,24.26,25.0,-0.74,-2.96,101736.63,246869.211
66,603759.SH,20210531,25.0,25.4,24.51,25.0,24.81,0.19,0.7658,102250.32,255570.892
67,603759.SH,20210528,25.31,25.37,24.67,24.98,25.5,-0.52,-2.0392,134083.8,334261.643
68,603759.SH,20210527,24.94,26.32,24.72,25.5,24.23,1.27,5.2414,196009.7,500240.013
69,603759.SH,20210526,23.84,24.93,23.63,24.23,24.02,0.21,0.8743,118363.0,287547.777
70,603759.SH,20210525,23.5,24.13,22.61,24.02,23.64,0.38,1.6074,129461.86,301518.908
71,603759.SH,20210524,24.31,24.45,23.55,23.64,24.3,-0.66,-2.716,82386.96,196478.279
72,603759.SH,20210521,23.99,24.45,23.69,24.3,24.24,0.06,0.2475,75693.02,182329.296
73,603759.SH,20210520,24.86,25.11,24.2,24.24,25.17,-0.93,-3.6949,104559.57,256770.699
74,603759.SH,20210519,24.95,26.12,24.84,25.17,24.72,0.45,1.8204,125421.26,320237.017
75,603759.SH,20210518,24.56,24.97,23.9,24.72,24.5,0.22,0.898,87810.87,215450.702
76,603759.SH,20210517,25.43,25.55,24.38,24.5,25.43,-0.93,-3.6571,115512.66,284804.908
77,603759.SH,20210514,24.8,26.62,24.55,25.43,24.2,1.23,5.0826,187584.31,481967.936
78,603759.SH,20210513,23.75,24.62,23.72,24.2,23.69,0.51,2.1528,111293.72,268571.353
79,603759.SH,20210512,24.03,24.23,23.42,23.69,24.4,-0.71,-2.9098,105554.01,250098.74
80,603759.SH,20210511,24.0,25.35,23.9,24.4,24.22,0.18,0.7432,105361.87,260130.122
81,603759.SH,20210510,24.6,24.61,23.55,24.22,24.91,-0.69,-2.77,115001.02,276213.517
82,603759.SH,20210507,26.09,26.09,24.88,24.91,26.08,-1.17,-4.4862,122454.2,310371.377
83,603759.SH,20210506,26.43,26.7,25.65,26.08,26.68,-0.6,-2.2489,105468.52,275576.704
84,603759.SH,20210430,26.38,27.37,25.19,26.68,26.58,0.1,0.3762,170972.15,450528.357
85,603759.SH,20210429,25.59,27.38,25.11,26.58,25.59,0.99,3.8687,202735.86,539660.144
86,603759.SH,20210428,25.0,25.85,24.42,25.59,25.21,0.38,1.5073,115978.49,293787.896
87,603759.SH,20210427,25.21,26.2,25.09,25.21,25.49,-0.28,-1.0985,107461.74,274879.195
88,603759.SH,20210426,26.6,26.65,25.41,25.49,26.96,-1.47,-5.4525,154620.9,400594.301
89,603759.SH,20210423,28.11,28.2,26.64,26.96,28.45,-1.49,-5.2373,179423.86,488860.868
90,603759.SH,20210422,27.2,29.16,26.76,28.45,27.47,0.98,3.5675,221649.05,620576.951
91,603759.SH,20210421,29.0,29.0,27.18,27.47,30.15,-2.68,-8.8889,257786.98,718655.035
92,603759.SH,20210420,29.0,31.36,29.0,30.15,28.96,1.19,4.1091,299693.14,904249.59
93,603759.SH,20210419,29.49,30.66,28.52,28.96,30.29,-1.33,-4.3909,261148.56,766250.662
94,603759.SH,20210416,31.2,31.94,30.28,30.29,33.64,-3.35,-9.9584,320500.13,987447.191
95,603759.SH,20210415,32.08,38.0,32.08,33.64,35.64,-2.0,-5.6117,423978.92,1436774.679
96,603759.SH,20210414,35.64,35.64,35.64,35.64,39.6,-3.96,-10.0,42841.0,152685.324
97,603759.SH,20210413,45.98,46.06,38.88,39.6,41.87,-2.27,-5.4215,574888.39,2530243.6
98,603759.SH,20210412,41.87,41.87,40.87,41.87,38.06,3.81,10.0105,95587.2,399821.673
99,603759.SH,20210409,35.0,38.06,34.36,38.06,34.6,3.46,10.0,364055.08,1347704.672
100,603759.SH,20210408,34.6,34.6,33.0,34.6,31.45,3.15,10.0159,186263.61,643072.064
101,603759.SH,20210407,31.45,31.45,31.45,31.45,28.59,2.86,10.0035,69449.99,218420.219
102,603759.SH,20210406,28.59,28.59,28.59,28.59,25.99,2.6,10.0038,10211.44,29194.507
103,603759.SH,20210402,25.99,25.99,25.99,25.99,23.63,2.36,9.9873,8971.71,23317.474
104,603759.SH,20210401,23.63,23.63,23.63,23.63,21.48,2.15,10.0093,12517.86,29579.703
105,603759.SH,20210331,21.48,21.48,21.48,21.48,19.53,1.95,9.9846,10813.13,23226.603
106,603759.SH,20210330,19.53,19.53,19.53,19.53,17.75,1.78,10.0282,2514.76,4911.326
107,603759.SH,20210329,17.75,17.75,17.75,17.75,16.14,1.61,9.9752,7372.88,13086.862
108,603759.SH,20210326,13.45,16.14,13.45,16.14,11.21,4.93,43.9786,7274.29,11708.962
