,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,688312.SH,20200630,54.55,55.66,54.03,54.7,54.8,-0.1,-0.1825,43392.29,237134.598
1,688312.SH,20200629,54.03,55.35,53.28,54.8,54.42,0.38,0.6983,43179.72,234608.104
2,688312.SH,20200624,52.35,55.48,52.35,54.42,52.46,1.96,3.7362,72308.51,393500.32
3,688312.SH,20200623,52.81,53.39,52.12,52.46,53.39,-0.93,-1.7419,37759.22,198097.887
4,688312.SH,20200622,52.31,54.17,52.31,53.39,52.7,0.69,1.3093,51509.95,274484.876
5,688312.SH,20200619,52.68,54.12,52.02,52.7,53.09,-0.39,-0.7346,50719.8,268814.057
6,688312.SH,20200618,52.1,54.58,51.8,53.09,52.19,0.9,1.7245,73585.66,392685.979
7,688312.SH,20200617,53.12,53.16,50.56,52.19,52.99,-0.8,-1.5097,66910.99,345869.494
8,688312.SH,20200616,53.04,53.48,51.8,52.99,52.4,0.59,1.126,55678.5,293099.464
9,688312.SH,20200615,53.6,55.5,52.22,52.4,54.04,-1.64,-3.0348,67059.28,360061.021
10,688312.SH,20200612,53.32,56.19,52.88,54.04,56.46,-2.42,-4.2862,81605.58,444085.03
11,688312.SH,20200611,55.95,57.77,55.58,56.46,55.51,0.95,1.7114,90967.89,515087.393
12,688312.SH,20200610,57.77,57.77,55.28,55.51,58.64,-3.13,-5.3377,93172.34,524996.561
13,688312.SH,20200609,62.0,62.2,56.43,58.64,61.18,-2.54,-4.1517,144525.43,837648.239
14,688312.SH,20200608,68.0,69.0,60.88,61.18,19.68,41.5,210.874,226369.39,1443862.035
