,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600906.SH,20210901,13.32,14.39,13.2,13.89,13.41,0.48,3.5794,946484.68,1310835.17
1,600906.SH,20210831,13.23,13.57,13.05,13.41,13.28,0.13,0.9789,484492.22,644888.26
2,600906.SH,20210830,13.86,13.87,13.17,13.28,13.78,-0.5,-3.6284,604840.56,813252.09
3,600906.SH,20210827,13.9,13.98,13.7,13.78,13.82,-0.04,-0.2894,387852.86,536824.164
4,600906.SH,20210826,13.84,14.09,13.78,13.82,13.9,-0.08,-0.5755,437544.85,608906.107
5,600906.SH,20210825,14.24,14.24,13.78,13.9,14.34,-0.44,-3.0683,649414.82,903602.227
6,600906.SH,20210824,14.29,14.58,14.11,14.34,14.31,0.03,0.2096,742473.58,1063051.497
7,600906.SH,20210823,14.8,14.89,14.23,14.31,14.55,-0.24,-1.6495,803259.24,1162140.396
8,600906.SH,20210820,14.34,15.0,14.28,14.55,14.63,-0.08,-0.5468,881732.32,1291060.937
9,600906.SH,20210819,15.25,15.87,14.56,14.63,15.27,-0.64,-4.1912,1554323.24,2348800.807
10,600906.SH,20210818,13.78,15.27,13.73,15.27,13.88,1.39,10.0144,1645456.96,2412112.194
11,600906.SH,20210817,13.71,14.8,13.62,13.88,13.76,0.12,0.8721,940989.6,1334485.494
12,600906.SH,20210816,13.62,14.0,13.61,13.76,13.54,0.22,1.6248,488340.4,673872.2
13,600906.SH,20210813,13.7,13.84,13.48,13.54,13.68,-0.14,-1.0234,346903.33,473383.289
14,600906.SH,20210812,13.9,14.03,13.7,13.76,13.94,-0.18,-1.2912,396322.7,547349.697
15,600906.SH,20210811,14.21,14.33,13.88,13.94,14.27,-0.33,-2.3125,539745.32,758710.661
16,600906.SH,20210810,13.82,14.29,13.72,14.27,13.87,0.4,2.8839,684654.73,960484.973
17,600906.SH,20210809,13.65,14.19,13.61,13.87,13.68,0.19,1.3889,584582.16,816778.65
18,600906.SH,20210806,13.79,14.0,13.65,13.68,13.78,-0.1,-0.7257,408420.81,562989.227
19,600906.SH,20210805,14.23,14.38,13.7,13.78,14.29,-0.51,-3.5689,613855.86,859051.929
20,600906.SH,20210804,14.44,14.6,14.18,14.29,14.53,-0.24,-1.6518,600544.1,861809.282
21,600906.SH,20210803,14.35,15.14,14.29,14.53,14.62,-0.09,-0.6156,761687.72,1117413.224
22,600906.SH,20210802,14.37,15.08,13.46,14.62,14.43,0.19,1.3167,1001917.14,1429257.139
23,600906.SH,20210730,15.05,15.07,14.36,14.43,15.18,-0.75,-4.9407,806154.84,1183373.273
24,600906.SH,20210729,15.03,15.43,14.8,15.18,14.84,0.34,2.2911,765957.9,1156927.674
25,600906.SH,20210728,15.16,15.73,14.31,14.84,15.37,-0.53,-3.4483,1036332.42,1559516.991
26,600906.SH,20210727,15.57,15.85,14.88,15.37,15.12,0.25,1.6534,1336790.15,2052054.46
27,600906.SH,20210726,16.0,16.73,15.0,15.12,16.22,-1.1,-6.7818,1487070.42,2387588.083
28,600906.SH,20210723,15.71,17.33,15.58,16.22,15.8,0.42,2.6582,1721709.28,2836096.78
29,600906.SH,20210722,15.21,16.1,15.13,15.8,15.25,0.55,3.6066,1108246.1,1732895.21
30,600906.SH,20210721,15.06,15.69,14.98,15.25,15.01,0.24,1.5989,681057.81,1044844.349
31,600906.SH,20210720,14.75,15.04,14.75,15.01,14.82,0.19,1.2821,378489.09,564485.283
32,600906.SH,20210719,15.09,15.1,14.72,14.82,15.28,-0.46,-3.0105,560406.7,834930.38
33,600906.SH,20210716,15.77,15.83,15.26,15.28,15.63,-0.35,-2.2393,742018.22,1148351.453
34,600906.SH,20210715,15.36,15.77,15.11,15.63,15.5,0.13,0.8387,753143.32,1170673.478
35,600906.SH,20210714,15.34,15.68,15.12,15.5,15.28,0.22,1.4398,733329.82,1129901.112
36,600906.SH,20210713,15.7,15.86,15.11,15.28,15.9,-0.62,-3.8994,835778.38,1288704.547
37,600906.SH,20210712,15.91,16.37,15.48,15.9,15.89,0.01,0.0629,1088501.83,1737544.39
38,600906.SH,20210709,15.27,16.15,15.24,15.89,15.46,0.43,2.7814,971154.03,1530187.128
39,600906.SH,20210708,15.75,15.89,15.28,15.46,15.54,-0.08,-0.5148,820963.29,1282124.41
40,600906.SH,20210707,15.35,15.85,15.24,15.54,15.58,-0.04,-0.2567,765989.4,1188719.663
41,600906.SH,20210706,14.92,15.58,14.54,15.58,14.9,0.68,4.5638,957420.89,1450190.317
42,600906.SH,20210705,15.0,15.24,14.68,14.9,15.18,-0.28,-1.8445,696264.07,1039064.235
43,600906.SH,20210702,15.21,15.52,14.91,15.18,15.22,-0.04,-0.2628,715520.36,1090577.981
44,600906.SH,20210701,17.05,17.26,15.2,15.22,16.88,-1.66,-9.8341,1344157.44,2155881.72
45,600906.SH,20210630,17.08,17.15,16.1,16.88,17.0,-0.12,-0.7059,1137885.44,1897371.699
46,600906.SH,20210629,16.86,17.21,16.65,17.0,17.08,-0.08,-0.4684,974197.85,1651052.157
47,600906.SH,20210628,18.2,18.25,16.93,17.08,18.81,-1.73,-9.1972,2168044.54,3766239.05
48,600906.SH,20210625,16.95,18.81,16.75,18.81,17.1,1.71,10.0,2196310.77,3968205.669
