,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300933.SZ,20210901,10.43,10.79,10.24,10.58,10.47,0.11,1.0506,72060.33,75722.567
1,300933.SZ,20210831,10.83,10.92,10.41,10.47,10.83,-0.36,-3.3241,79829.91,84729.77
2,300933.SZ,20210830,11.16,11.25,10.68,10.83,11.26,-0.43,-3.8188,107277.79,117314.225
3,300933.SZ,20210827,10.98,11.49,10.93,11.26,11.13,0.13,1.168,115913.87,130375.633
4,300933.SZ,20210826,11.11,11.63,11.11,11.13,11.5,-0.37,-3.2174,157549.35,177934.724
5,300933.SZ,20210825,12.36,13.0,11.3,11.5,10.94,0.56,5.1188,251526.91,295806.353
6,300933.SZ,20210824,10.7,11.05,10.64,10.94,10.7,0.24,2.243,89787.81,97699.407
7,300933.SZ,20210823,10.45,10.75,10.44,10.7,10.45,0.25,2.3923,70294.09,74836.852
8,300933.SZ,20210820,10.61,10.66,10.23,10.45,10.76,-0.31,-2.881,73697.41,77030.786
9,300933.SZ,20210819,11.06,11.06,10.68,10.76,11.22,-0.46,-4.0998,90733.27,98112.553
10,300933.SZ,20210818,11.12,11.3,10.73,11.22,11.12,0.1,0.8993,126214.33,139044.279
11,300933.SZ,20210817,11.5,11.77,11.03,11.12,11.72,-0.6,-5.1195,154373.49,174163.567
12,300933.SZ,20210816,11.55,12.02,11.15,11.72,11.5,0.22,1.913,198332.0,230529.232
13,300933.SZ,20210813,11.52,11.98,11.36,11.5,11.36,0.14,1.2324,211431.23,247520.978
14,300933.SZ,20210812,11.52,11.57,11.11,11.36,11.76,-0.4,-3.4014,173278.69,195927.542
15,300933.SZ,20210811,10.9,12.0,10.82,11.76,11.01,0.75,6.812,251519.1,290387.847
16,300933.SZ,20210810,10.63,11.08,10.56,11.01,10.73,0.28,2.6095,150743.38,164139.801
17,300933.SZ,20210809,10.6,10.99,10.44,10.73,10.57,0.16,1.5137,149487.05,160259.044
18,300933.SZ,20210806,9.87,11.3,9.8,10.57,9.88,0.69,6.9838,210725.94,224678.603
19,300933.SZ,20210805,10.15,10.17,9.8,9.88,10.11,-0.23,-2.275,48647.79,48495.404
20,300933.SZ,20210804,10.0,10.27,10.0,10.11,10.09,0.02,0.1982,44811.68,45405.633
21,300933.SZ,20210803,10.24,10.28,10.07,10.09,10.23,-0.14,-1.3685,52046.65,52754.405
22,300933.SZ,20210802,10.0,10.37,9.9,10.23,9.92,0.31,3.125,76541.54,77876.907
23,300933.SZ,20210730,9.54,10.38,9.54,9.92,9.55,0.37,3.8743,72386.15,72137.521
24,300933.SZ,20210729,9.48,9.77,9.48,9.55,9.47,0.08,0.8448,44063.82,42289.64
25,300933.SZ,20210728,9.82,9.94,9.28,9.47,10.09,-0.62,-6.1447,73609.39,70499.695
26,300933.SZ,20210727,9.98,10.69,9.9,10.09,9.81,0.28,2.8542,98648.41,101789.712
27,300933.SZ,20210726,9.95,9.96,9.72,9.81,10.0,-0.19,-1.9,39002.73,38216.274
28,300933.SZ,20210723,10.26,10.4,9.94,10.0,10.36,-0.36,-3.4749,65437.19,66441.417
29,300933.SZ,20210722,9.92,10.6,9.57,10.36,10.09,0.27,2.6759,119464.44,117956.539
30,300933.SZ,20210721,10.07,10.19,10.02,10.09,10.07,0.02,0.1986,31976.93,32328.253
31,300933.SZ,20210720,10.01,10.12,9.96,10.07,10.27,-0.2,-1.9474,41262.55,41348.847
32,300933.SZ,20210719,10.02,10.48,9.97,10.27,9.98,0.29,2.9058,54301.53,56009.407
33,300933.SZ,20210716,10.01,10.15,9.96,9.98,10.01,-0.03,-0.2997,28778.72,28870.598
34,300933.SZ,20210715,10.34,10.39,9.9,10.01,10.39,-0.38,-3.6574,51501.67,51864.394
35,300933.SZ,20210714,10.22,10.54,10.2,10.39,10.25,0.14,1.3659,50930.11,53151.528
36,300933.SZ,20210713,10.35,10.39,10.22,10.25,10.39,-0.14,-1.3474,33232.34,34090.045
37,300933.SZ,20210712,10.37,10.44,10.3,10.39,10.33,0.06,0.5808,28397.61,29483.824
38,300933.SZ,20210709,10.2,10.33,10.11,10.33,10.22,0.11,1.0763,24669.42,25269.2
39,300933.SZ,20210708,10.36,10.51,10.18,10.22,10.45,-0.23,-2.201,40291.14,41503.024
40,300933.SZ,20210707,10.21,10.65,10.21,10.45,10.47,-0.02,-0.191,42232.86,44283.002
41,300933.SZ,20210706,10.26,10.48,10.23,10.47,10.31,0.16,1.5519,36451.71,37799.718
42,300933.SZ,20210705,10.3,10.35,10.18,10.31,10.22,0.09,0.8806,26655.68,27322.837
43,300933.SZ,20210702,10.53,10.68,10.21,10.22,10.6,-0.38,-3.5849,44532.37,46432.097
44,300933.SZ,20210701,10.58,10.75,10.5,10.6,10.58,0.02,0.189,35775.13,38076.881
45,300933.SZ,20210630,10.6,10.69,10.48,10.58,10.64,-0.06,-0.5639,36232.74,38226.663
46,300933.SZ,20210629,10.66,10.77,10.61,10.64,10.67,-0.03,-0.2812,28529.84,30460.16
47,300933.SZ,20210628,10.88,10.95,10.62,10.67,10.87,-0.2,-1.8399,49093.0,52725.61
48,300933.SZ,20210625,11.01,11.17,10.82,10.87,11.13,-0.26,-2.336,47562.42,52024.8
49,300933.SZ,20210624,10.94,11.52,10.68,11.13,10.94,0.19,1.7367,80885.17,89793.795
50,300933.SZ,20210623,10.93,11.11,10.91,10.94,10.97,-0.03,-0.2735,35362.0,38832.831
51,300933.SZ,20210622,11.03,11.11,10.95,10.97,11.12,-0.15,-1.3489,43539.05,47859.471
52,300933.SZ,20210621,10.78,11.17,10.78,11.12,10.85,0.27,2.4885,52660.06,58259.142
53,300933.SZ,20210618,10.61,10.92,10.48,10.85,10.57,0.28,2.649,42495.13,45823.387
54,300933.SZ,20210617,10.63,10.65,10.55,10.6,10.59,0.01,0.0944,32785.0,34745.558
55,300933.SZ,20210616,10.87,10.9,10.53,10.59,10.87,-0.28,-2.5759,41107.59,43757.535
