,id,currency,name,price,price_date,high,market_cap,max_supply
0,DUO,DUO,DUO Network,0.14182770,2021-09-14T00:00:00Z,1.66604915,5182985,100000000
0,DUO,DUO,DUO Network,0.14182770,2021-09-14T00:00:00Z,1.66604915,5182985,100000000
