,id,currency,name,price,price_date,high,market_cap,max_supply
0,SPT,SPT,SPECTRUM,0.000033579659,2021-09-09T00:00:00Z,0.000089670774,,1400000000
0,SPT,SPT,SPECTRUM,0.000033579659,2021-09-09T00:00:00Z,0.000089670774,,1400000000
