,id,currency,name,price,price_date,high,market_cap,max_supply
0,PPC,PPC,Peercoin,0.92238556,2021-09-14T00:00:00Z,9.00234667,25020567,2000000000
0,PPC,PPC,Peercoin,0.92238556,2021-09-14T00:00:00Z,9.00234667,25020567,2000000000
