,id,currency,name,price,price_date,high,market_cap,max_supply
0,MOD,MOD,Modum,0.12991608,2021-09-11T00:00:00Z,11.22419044,,21266200
0,MOD,MOD,Modum,0.12991608,2021-09-11T00:00:00Z,11.22419044,,21266200
