,id,currency,name,price,price_date,high,market_cap,max_supply
0,KIN,KIN,Kin,0.000099330374,2021-09-14T00:00:00Z,0.0010693995,155060302,10000000000000
0,KIN,KIN,Kin,0.000099330374,2021-09-14T00:00:00Z,0.0010693995,155060302,10000000000000
