,id,currency,name,price,price_date,high,market_cap,max_supply
0,FRD,FRD,Farad,0.0065959119,2018-07-06T00:00:00Z,0.14426765,1209412,1600000000
0,FRD,FRD,Farad,0.0065959119,2018-07-06T00:00:00Z,0.14426765,1209412,1600000000
