,id,currency,name,price,price_date,high,market_cap,max_supply
0,NGC,NGC,NAGA,0.063062580,2021-09-14T00:00:00Z,3.63638027,4913222,77910266
0,NGC,NGC,NAGA,0.063060967,2021-09-14T00:00:00Z,3.63638027,4913097,77910266
