,id,currency,name,price,price_date,high,market_cap,max_supply
0,THC,THC,HempCoin,0.0093216476,2021-09-14T00:00:00Z,0.69426587,2446679,277753103
0,THC,THC,HempCoin,0.0093216476,2021-09-14T00:00:00Z,0.69426587,2446679,277753103
