,id,currency,name,price,price_date,high,market_cap,max_supply
0,BIS,BIS,Bismuth,0.32516849,2021-09-14T00:00:00Z,0.50510192,7820327,
0,BIS,BIS,Bismuth,0.32516849,2021-09-14T00:00:00Z,0.50510192,7820327,
