,id,currency,name,price,price_date,high,market_cap,max_supply
0,SND,SND,SandCoin,0.0071300519,2021-08-21T00:00:00Z,0.76230582,,2684319
0,SND,SND,SandCoin,0.0071300519,2021-08-21T00:00:00Z,0.76230582,,2684319
