,id,currency,name,price,price_date,high,market_cap,max_supply
0,MSP,MSP,Mothership,0.0034260400,2021-08-29T00:00:00Z,0.59078320,626640,195933686
0,MSP,MSP,Mothership,0.0034260400,2021-08-29T00:00:00Z,0.59078320,626640,195933686
