,id,currency,name,price,price_date,high,market_cap,max_supply
0,ADT,ADT,adToken,0.00096908610,2020-04-03T00:00:00Z,0.20105948,798527,1000000000
0,ADT,ADT,adToken,0.00096908610,2020-04-03T00:00:00Z,0.20105948,798527,1000000000
