,id,currency,name,price,price_date,high,market_cap,max_supply
0,PBT,PBT,Primalbase,243.87956284,2020-12-01T00:00:00Z,7339.93285446,,1250
0,PBT,PBT,Primalbase,243.87956284,2020-12-01T00:00:00Z,7339.93285446,,1250
