,id,currency,name,price,price_date,high,market_cap,max_supply
0,LINK,LINK,ChainLink,29.13405287,2021-09-14T00:00:00Z,52.37648011,13168870240,1000000000
0,LINK,LINK,ChainLink,29.13016367,2021-09-14T00:00:00Z,52.37648011,13167112286,1000000000
