,id,currency,name,price,price_date,high,market_cap,max_supply
0,BCX,BCX,BitcoinX,0.0010948851,2021-09-14T00:00:00Z,0.12379841,,210000000000
0,BCX,BCX,BitcoinX,0.0010948851,2021-09-14T00:00:00Z,0.12379841,,210000000000
