,id,currency,name,price,price_date,high,market_cap,max_supply
0,DDF,DDF,DigitalDevelopersFund,0.013418809,2018-11-09T00:00:00Z,0.41942841,,
0,DDF,DDF,DigitalDevelopersFund,0.013418809,2018-11-09T00:00:00Z,0.41942841,,
