,id,currency,name,price,price_date,high,market_cap,max_supply
0,CAG,CAG,Change,0.044625757,2021-09-13T00:00:00Z,1.63816425,877951,79184116
0,CAG,CAG,Change,0.044625757,2021-09-13T00:00:00Z,1.63816425,877951,79184116
