,id,currency,name,price,price_date,high,market_cap,max_supply
0,EFL,EFL,e-Gulden,0.22227555,2021-09-14T00:00:00Z,0.54671646,4661741,21000000
0,EFL,EFL,e-Gulden,0.22227555,2021-09-14T00:00:00Z,0.54671646,4661741,21000000
