,id,currency,name,price,price_date,high,market_cap,max_supply
0,XP,XP,XP,0.000099964862,2021-09-13T00:00:00Z,0.0090017980,198080,20000000000
0,XP,XP,XP,0.000099964862,2021-09-13T00:00:00Z,0.0090017980,198080,20000000000
