,id,currency,name,price,price_date,high,market_cap,max_supply
0,BTG,BTG,Bitcoin Gold,66.85871057,2021-09-14T00:00:00Z,430.11045563,1170958376,21000000
0,BTG,BTG,Bitcoin Gold,66.85871057,2021-09-14T00:00:00Z,430.11045563,1170958376,21000000
