,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,001202.SZ,20210707,19.2,19.34,19.12,19.25,19.2,0.05,0.2604,11655.28,22417.226
1,001202.SZ,20210706,18.95,19.23,18.81,19.2,18.94,0.26,1.3728,14488.0,27597.457
2,001202.SZ,20210705,18.99,19.01,18.71,18.94,18.89,0.05,0.2647,13197.96,24868.879
3,001202.SZ,20210702,19.28,19.39,18.88,18.89,19.32,-0.43,-2.2257,15986.4,30445.358
4,001202.SZ,20210701,19.62,19.78,19.21,19.32,19.64,-0.32,-1.6293,18676.24,36281.31
5,001202.SZ,20210630,19.52,19.75,19.51,19.64,19.64,0.0,0.0,10641.53,20855.854
6,001202.SZ,20210629,19.96,20.3,19.63,19.64,19.99,-0.35,-1.7509,14022.55,27859.332
7,001202.SZ,20210628,19.7,19.99,19.56,19.99,19.7,0.29,1.4721,15885.95,31462.883
8,001202.SZ,20210625,19.91,19.92,19.5,19.7,19.95,-0.25,-1.2531,20654.27,40578.534
9,001202.SZ,20210624,20.0,20.28,19.86,19.95,19.96,-0.01,-0.0501,16749.2,33634.276
10,001202.SZ,20210623,20.34,20.35,19.92,19.96,20.27,-0.31,-1.5294,17266.73,34598.339
11,001202.SZ,20210622,20.47,20.48,20.23,20.27,20.37,-0.1,-0.4909,13437.06,27319.951
12,001202.SZ,20210621,20.13,20.64,20.01,20.37,20.15,0.22,1.0918,17624.25,35783.206
13,001202.SZ,20210618,19.87,20.2,19.76,20.15,19.84,0.31,1.5625,15269.42,30546.31
14,001202.SZ,20210617,19.78,20.07,19.69,19.84,19.79,0.05,0.2527,13103.76,26062.706
15,001202.SZ,20210616,20.04,20.27,19.78,19.79,20.02,-0.23,-1.1489,15723.54,31396.186
16,001202.SZ,20210615,21.09,21.09,20.02,20.02,21.19,-1.17,-5.5215,29841.61,60733.359
17,001202.SZ,20210611,21.13,21.41,21.06,21.19,21.25,-0.06,-0.2824,19269.12,40846.926
18,001202.SZ,20210610,21.15,21.47,20.88,21.25,21.15,0.1,0.4728,22073.13,46742.121
19,001202.SZ,20210609,21.55,21.58,21.11,21.15,21.55,-0.4,-1.8561,21348.14,45421.773
20,001202.SZ,20210608,21.38,21.58,21.23,21.55,21.38,0.17,0.7951,21660.15,46342.479
21,001202.SZ,20210607,21.8,21.98,21.33,21.38,22.09,-0.71,-3.2141,34717.02,74774.225
22,001202.SZ,20210604,22.6,22.85,22.01,22.09,22.56,-0.47,-2.0833,33868.66,75479.992
23,001202.SZ,20210603,23.3,23.3,22.52,22.56,23.04,-0.48,-2.0833,39677.01,90269.082
24,001202.SZ,20210602,22.56,23.43,22.43,23.04,22.31,0.73,3.2721,63182.62,145404.025
25,001202.SZ,20210601,21.95,22.44,21.81,22.31,22.06,0.25,1.1333,32980.55,72941.687
26,001202.SZ,20210531,22.2,22.3,21.71,22.06,22.19,-0.13,-0.5858,28735.07,63011.719
27,001202.SZ,20210528,22.28,22.54,22.01,22.19,22.11,0.08,0.3618,31913.23,71100.805
28,001202.SZ,20210527,22.3,22.3,22.03,22.11,22.36,-0.25,-1.1181,31019.41,68681.11
29,001202.SZ,20210526,22.12,22.69,22.0,22.36,22.12,0.24,1.085,38327.01,85820.732
30,001202.SZ,20210525,21.98,22.37,21.81,22.12,22.08,0.04,0.1812,38177.89,84366.479
31,001202.SZ,20210524,22.55,22.91,21.98,22.08,22.78,-0.7,-3.0729,47080.23,105018.725
32,001202.SZ,20210521,23.8,23.8,22.71,22.78,23.81,-1.03,-4.3259,56147.7,130068.852
33,001202.SZ,20210520,24.02,24.6,23.69,23.81,24.25,-0.44,-1.8144,49017.86,117989.1
34,001202.SZ,20210519,24.0,24.49,23.25,24.25,24.04,0.21,0.8735,61027.53,146143.289
35,001202.SZ,20210518,23.84,24.41,23.84,24.04,23.84,0.2,0.8389,45765.35,110415.951
36,001202.SZ,20210517,24.9,24.9,23.66,23.84,26.14,-2.3,-8.7988,77396.39,187000.754
37,001202.SZ,20210514,27.27,28.0,26.13,26.14,27.06,-0.92,-3.3999,91429.85,245546.376
38,001202.SZ,20210513,26.86,28.66,26.11,27.06,28.9,-1.84,-6.3668,101970.3,277064.279
39,001202.SZ,20210512,25.93,31.2,25.93,28.9,28.63,0.27,0.9431,152517.23,405696.321
40,001202.SZ,20210511,28.63,28.92,28.63,28.63,31.81,-3.18,-9.9969,37506.0,107407.312
41,001202.SZ,20210510,31.81,31.81,31.81,31.81,28.92,2.89,9.9931,1866.37,5936.922
42,001202.SZ,20210507,28.92,28.92,28.92,28.92,26.29,2.63,10.0038,1637.86,4736.691
43,001202.SZ,20210506,26.29,26.29,26.29,26.29,23.9,2.39,10.0,2923.99,7687.169
44,001202.SZ,20210430,23.9,23.9,23.9,23.9,21.73,2.17,9.9862,1766.49,4221.911
45,001202.SZ,20210429,18.11,21.73,18.11,21.73,15.09,6.64,44.0027,3597.09,7792.783
