,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,001207.SZ,20210707,25.0,25.69,24.76,25.59,26.11,-0.52,-1.9916,77053.42,195430.515
1,001207.SZ,20210706,25.6,26.58,25.25,26.11,25.36,0.75,2.9574,105577.84,272722.222
2,001207.SZ,20210705,25.63,26.24,24.9,25.36,26.82,-1.46,-5.4437,127836.27,325635.074
3,001207.SZ,20210702,27.0,28.28,26.82,26.82,29.8,-2.98,-10.0,164994.31,447139.779
4,001207.SZ,20210701,32.3,32.3,29.8,29.8,33.11,-3.31,-9.997,189860.13,579449.993
5,001207.SZ,20210630,33.11,33.11,30.72,33.11,30.1,3.01,10.0,176900.61,580218.397
6,001207.SZ,20210629,30.1,30.1,30.1,30.1,27.36,2.74,10.0146,2686.66,8086.846
7,001207.SZ,20210628,27.36,27.36,27.36,27.36,24.87,2.49,10.0121,858.79,2349.649
8,001207.SZ,20210625,24.87,24.87,24.87,24.87,22.61,2.26,9.9956,1028.68,2558.327
9,001207.SZ,20210624,22.61,22.61,22.61,22.61,20.55,2.06,10.0243,451.14,1020.027
10,001207.SZ,20210623,17.12,20.55,17.12,20.55,14.27,6.28,44.0084,2031.48,4157.359
