,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,001205.SZ,20210707,30.79,32.63,30.79,32.6,31.96,0.64,2.0025,63895.79,203240.181
1,001205.SZ,20210706,32.5,33.47,31.01,31.96,32.23,-0.27,-0.8377,71316.43,229720.716
2,001205.SZ,20210705,30.68,32.58,30.28,32.23,31.1,1.13,3.6334,70207.15,223713.925
3,001205.SZ,20210702,30.05,32.2,30.05,31.1,30.67,0.43,1.402,54281.4,169888.123
4,001205.SZ,20210701,32.29,32.3,30.36,30.67,32.67,-2.0,-6.1218,71349.96,223320.544
5,001205.SZ,20210630,31.33,33.48,30.88,32.67,31.62,1.05,3.3207,99540.94,323997.875
6,001205.SZ,20210629,31.49,31.8,30.33,31.62,31.25,0.37,1.184,79744.95,248322.057
7,001205.SZ,20210628,31.41,32.58,30.71,31.25,31.68,-0.43,-1.3573,103789.56,325042.475
8,001205.SZ,20210625,28.8,31.68,28.8,31.68,28.8,2.88,10.0,98617.24,305662.15
9,001205.SZ,20210624,29.3,30.36,28.76,28.8,29.78,-0.98,-3.2908,68286.15,201003.598
10,001205.SZ,20210623,30.41,32.48,29.65,29.78,30.93,-1.15,-3.7181,104208.76,324368.846
11,001205.SZ,20210622,30.3,32.85,30.3,30.93,30.13,0.8,2.6552,97564.72,306456.393
12,001205.SZ,20210621,29.76,30.55,29.01,30.13,29.57,0.56,1.8938,72996.16,217667.716
13,001205.SZ,20210618,29.22,29.85,28.7,29.57,30.09,-0.52,-1.7281,93941.61,274719.808
14,001205.SZ,20210617,27.88,30.47,27.77,30.09,27.7,2.39,8.6282,111979.83,335386.16
15,001205.SZ,20210616,28.05,28.85,27.32,27.7,28.09,-0.39,-1.3884,37386.49,103928.287
16,001205.SZ,20210615,29.2,29.79,28.09,28.09,30.27,-2.18,-7.2019,64354.95,185417.83
17,001205.SZ,20210611,30.01,31.5,28.8,30.27,29.98,0.29,0.9673,119339.48,357304.376
18,001205.SZ,20210610,27.29,29.98,27.23,29.98,27.25,2.73,10.0183,71276.76,209213.448
19,001205.SZ,20210609,27.7,27.81,27.21,27.25,28.0,-0.75,-2.6786,34059.09,93192.498
20,001205.SZ,20210608,28.33,28.63,27.81,28.0,28.1,-0.1,-0.3559,31392.8,88460.252
21,001205.SZ,20210607,27.78,28.7,27.6,28.1,27.69,0.41,1.4807,34673.74,97900.505
22,001205.SZ,20210604,28.0,28.51,27.65,27.69,28.23,-0.54,-1.9129,32524.42,91234.17
23,001205.SZ,20210603,29.3,29.3,28.23,28.23,29.41,-1.18,-4.0122,48419.9,138222.188
24,001205.SZ,20210602,30.35,30.54,29.3,29.41,30.27,-0.86,-2.8411,50925.11,151435.898
25,001205.SZ,20210601,29.65,31.1,29.2,30.27,29.8,0.47,1.5772,67073.13,203879.266
26,001205.SZ,20210531,29.92,30.5,29.2,29.8,30.53,-0.73,-2.3911,52638.93,156663.991
27,001205.SZ,20210528,29.5,31.98,29.01,30.53,29.33,1.2,4.0914,82634.99,249684.029
28,001205.SZ,20210527,29.6,29.87,29.2,29.33,30.22,-0.89,-2.9451,57539.46,169701.946
29,001205.SZ,20210526,28.95,30.99,28.12,30.22,29.17,1.05,3.5996,93256.0,272984.129
30,001205.SZ,20210525,29.05,30.18,28.83,29.17,29.68,-0.51,-1.7183,62617.44,183888.633
31,001205.SZ,20210524,31.02,31.32,29.68,29.68,32.98,-3.3,-10.0061,96139.18,290836.437
32,001205.SZ,20210521,33.12,35.65,32.75,32.98,36.39,-3.41,-9.3707,131547.01,440880.899
33,001205.SZ,20210520,38.32,38.32,33.51,36.39,34.84,1.55,4.4489,195386.0,710486.636
34,001205.SZ,20210519,34.84,34.84,34.84,34.84,31.67,3.17,10.0095,1249.69,4353.919
35,001205.SZ,20210518,31.67,31.67,31.67,31.67,28.79,2.88,10.0035,1828.87,5792.031
36,001205.SZ,20210517,28.79,28.79,28.79,28.79,26.17,2.62,10.0115,518.63,1493.135
37,001205.SZ,20210514,26.17,26.17,26.17,26.17,23.79,2.38,10.0042,534.31,1398.289
38,001205.SZ,20210513,19.82,23.79,19.82,23.79,16.52,7.27,44.0073,3134.89,7434.059
