TWOU,2022-04-26T10:59:00.000Z,TNS
TWOU,2022-02-09T10:59:00.000Z,TNS
TWOU,2021-10-25T10:59:00.000Z,TNS
TWOU,2021-07-28T10:59:00.000Z,TNS
TWOU,2021-04-28T00:00:00.000Z,TNS
TWOU,2021-02-11T00:00:00.000Z,TNS
TWOU,2020-10-27T00:00:00.000Z,TNS
TWOU,2020-07-30T00:00:00.000Z,TNS
TWOU,2020-04-30T00:00:00.000Z,TNS
TWOU,2020-02-06T00:00:00.000Z,TNS
TWOU,2019-11-12T00:00:00.000Z,TNS
TWOU,2019-07-30T00:00:00.000Z,TNS
TWOU,2019-05-07T00:00:00.000Z,TNS
TWOU,2019-02-25T00:00:00.000Z,TNS
TWOU,2018-11-05T00:00:00.000Z,TNS
TWOU,2018-08-02T00:00:00.000Z,TNS
TWOU,2018-05-03T00:00:00.000Z,TNS
TWOU,2018-02-26T00:00:00.000Z,TNS
TWOU,2017-11-07T00:00:00.000Z,TNS
TWOU,2017-08-07T00:00:00.000Z,TNS
TWOU,2017-05-04T00:00:00.000Z,TNS
TWOU,2017-02-23T00:00:00.000Z,TNS
TWOU,2016-11-03T00:00:00.000Z,TNS
TWOU,2016-08-04T00:00:00.000Z,TNS
TWOU,2016-05-05T00:00:00.000Z,TNS
TWOU,2016-02-25T00:00:00.000Z,TNS
TWOU,2015-10-26T00:00:00.000Z,TNS
TWOU,2015-08-06T00:00:00.000Z,TNS
TWOU,2015-05-07T00:00:00.000Z,TNS
TWOU,2015-02-26T00:00:00.000Z,TNS
TWOU,2014-11-04T00:00:00.000Z,TNS
TWOU,2014-08-06T00:00:00.000Z,TNS
UMPQ,2022-04-19T20:00:00.000Z,AMC
UMPQ,2022-01-18T10:59:00.000Z,TNS
UMPQ,2021-10-19T20:00:00.000Z,AMC
UMPQ,2021-07-20T10:59:00.000Z,TNS
UMPQ,2021-04-21T00:00:00.000Z,TNS
UMPQ,2021-01-20T00:00:00.000Z,TNS
UMPQ,2020-10-21T00:00:00.000Z,TNS
UMPQ,2020-07-22T00:00:00.000Z,TNS
UMPQ,2020-04-22T00:00:00.000Z,TNS
UMPQ,2020-01-22T00:00:00.000Z,TNS
UMPQ,2019-10-16T00:00:00.000Z,TNS
UMPQ,2019-07-17T00:00:00.000Z,TNS
UMPQ,2019-04-17T00:00:00.000Z,TNS
UMPQ,2019-01-23T00:00:00.000Z,TNS
UMPQ,2018-10-17T00:00:00.000Z,TNS
UMPQ,2018-07-18T00:00:00.000Z,TNS
UMPQ,2018-04-18T00:00:00.000Z,TNS
UMPQ,2018-01-23T00:00:00.000Z,TNS
UMPQ,2017-10-18T00:00:00.000Z,TNS
UMPQ,2017-07-19T00:00:00.000Z,TNS
UMPQ,2017-04-19T00:00:00.000Z,TNS
UMPQ,2017-01-25T00:00:00.000Z,TNS
UMPQ,2016-10-19T00:00:00.000Z,TNS
UMPQ,2016-07-20T00:00:00.000Z,TNS
UMPQ,2016-04-20T00:00:00.000Z,TNS
UMPQ,2016-01-27T00:00:00.000Z,TNS
UMPQ,2015-10-21T00:00:00.000Z,TNS
UMPQ,2015-07-15T00:00:00.000Z,TNS
UMPQ,2015-04-15T00:00:00.000Z,TNS
UMPQ,2015-01-28T00:00:00.000Z,TNS
UMPQ,2014-10-15T00:00:00.000Z,TNS
UMPQ,2014-07-23T00:00:00.000Z,TNS
UMPQ,2014-04-21T00:00:00.000Z,TNS
UMPQ,2014-01-22T00:00:00.000Z,TNS
UMPQ,2013-10-16T00:00:00.000Z,TNS
UMPQ,2013-07-17T00:00:00.000Z,TNS
UMPQ,2013-04-17T00:00:00.000Z,TNS
UMPQ,2013-01-23T00:00:00.000Z,TNS
UMPQ,2012-10-17T00:00:00.000Z,TNS
